Running CIFAR-10 AirBench with translate = 4
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|       3  |      0  |      1.5166  |     0.6523  |   0.5697  |               |              0.4185  |
|          |      1  |      1.3037  |     0.7861  |   0.6896  |               |              0.8336  |
|          |      2  |      1.2061  |     0.8271  |   0.7626  |               |              1.2495  |
|          |      3  |      1.1963  |     0.8389  |   0.7471  |               |              1.6316  |
|          |      4  |      1.1357  |     0.8672  |   0.8087  |               |              2.0125  |
|          |      5  |      1.1289  |     0.8760  |   0.8457  |               |              2.3937  |
|          |      6  |      1.0674  |     0.9121  |   0.8768  |               |              2.7755  |
|          |      7  |      1.0488  |     0.9180  |   0.8940  |               |              3.1577  |
|          |      8  |      0.9907  |     0.9424  |   0.9136  |               |              3.5389  |
|          |      9  |      0.9463  |     0.9746  |   0.9300  |               |              3.8896  |
|          |   eval  |      0.9463  |     0.9746  |   0.9300  |       0.9388  |              4.0593  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4502  |     0.6875  |   0.6808  |               |              0.4191  |
|          |      1  |      1.3008  |     0.7832  |   0.7741  |               |              0.8343  |
|          |      2  |      1.1934  |     0.8389  |   0.7924  |               |              1.2504  |
|          |      3  |      1.1758  |     0.8516  |   0.8192  |               |              1.6334  |
|          |      4  |      1.1826  |     0.8438  |   0.8363  |               |              2.0146  |
|          |      5  |      1.1338  |     0.8721  |   0.8649  |               |              2.3956  |
|          |      6  |      1.0703  |     0.8965  |   0.9003  |               |              2.7782  |
|          |      7  |      1.0293  |     0.9326  |   0.9052  |               |              3.1604  |
|          |      8  |      0.9951  |     0.9551  |   0.9180  |               |              3.5414  |
|          |      9  |      0.9668  |     0.9688  |   0.9308  |               |              3.8929  |
|          |   eval  |      0.9668  |     0.9688  |   0.9308  |       0.9413  |              4.0620  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4141  |     0.7354  |   0.6915  |               |              0.5071  |
|          |      1  |      1.2891  |     0.7930  |   0.7296  |               |              0.9219  |
|          |      2  |      1.2334  |     0.8115  |   0.7920  |               |              1.3373  |
|          |      3  |      1.2119  |     0.8232  |   0.7914  |               |              1.7208  |
|          |      4  |      1.1416  |     0.8682  |   0.8642  |               |              2.1032  |
|          |      5  |      1.0889  |     0.9004  |   0.8292  |               |              2.4856  |
|          |      6  |      1.0723  |     0.9160  |   0.8838  |               |              2.8691  |
|          |      7  |      1.0312  |     0.9277  |   0.8907  |               |              3.2503  |
|          |      8  |      0.9985  |     0.9443  |   0.9151  |               |              3.6325  |
|          |      9  |      0.9521  |     0.9756  |   0.9295  |               |              3.9857  |
|          |   eval  |      0.9521  |     0.9756  |   0.9295  |       0.9380  |              4.1550  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4385  |     0.6963  |   0.6618  |               |              0.4189  |
|          |      1  |      1.2686  |     0.8125  |   0.7217  |               |              0.8330  |
|          |      2  |      1.2188  |     0.8203  |   0.7862  |               |              1.2477  |
|          |      3  |      1.2090  |     0.8418  |   0.7314  |               |              1.6297  |
|          |      4  |      1.1387  |     0.8682  |   0.8332  |               |              2.0116  |
|          |      5  |      1.1113  |     0.8916  |   0.8242  |               |              2.3942  |
|          |      6  |      1.0557  |     0.9111  |   0.8806  |               |              2.7753  |
|          |      7  |      1.0508  |     0.9111  |   0.9027  |               |              3.1571  |
|          |      8  |      0.9873  |     0.9531  |   0.9162  |               |              3.5398  |
|          |      9  |      0.9624  |     0.9727  |   0.9302  |               |              3.8910  |
|          |   eval  |      0.9624  |     0.9727  |   0.9302  |       0.9388  |              4.0603  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4551  |     0.6836  |   0.6682  |               |              0.4189  |
|          |      1  |      1.2637  |     0.8076  |   0.7573  |               |              0.8335  |
|          |      2  |      1.2686  |     0.7979  |   0.7074  |               |              1.2490  |
|          |      3  |      1.1631  |     0.8613  |   0.8250  |               |              1.6303  |
|          |      4  |      1.1621  |     0.8672  |   0.8367  |               |              2.0121  |
|          |      5  |      1.1221  |     0.8789  |   0.8317  |               |              2.3950  |
|          |      6  |      1.0625  |     0.9189  |   0.8620  |               |              2.7766  |
|          |      7  |      1.0449  |     0.9160  |   0.8895  |               |              3.1598  |
|          |      8  |      0.9980  |     0.9395  |   0.9173  |               |              3.5418  |
|          |      9  |      0.9731  |     0.9590  |   0.9294  |               |              3.8926  |
|          |   eval  |      0.9731  |     0.9590  |   0.9294  |       0.9387  |              4.0621  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4590  |     0.6875  |   0.6697  |               |              0.5029  |
|          |      1  |      1.3408  |     0.7568  |   0.6478  |               |              0.9183  |
|          |      2  |      1.2168  |     0.8418  |   0.7440  |               |              1.3337  |
|          |      3  |      1.1855  |     0.8496  |   0.7543  |               |              1.7162  |
|          |      4  |      1.1816  |     0.8486  |   0.8133  |               |              2.0971  |
|          |      5  |      1.1094  |     0.8857  |   0.8574  |               |              2.4793  |
|          |      6  |      1.0625  |     0.9199  |   0.8872  |               |              2.8618  |
|          |      7  |      1.0430  |     0.9277  |   0.8892  |               |              3.2436  |
|          |      8  |      0.9902  |     0.9551  |   0.9165  |               |              3.6265  |
|          |      9  |      0.9678  |     0.9648  |   0.9316  |               |              3.9780  |
|          |   eval  |      0.9678  |     0.9648  |   0.9316  |       0.9392  |              4.1465  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4717  |     0.6904  |   0.6227  |               |              0.5075  |
|          |      1  |      1.3047  |     0.7725  |   0.7140  |               |              0.9223  |
|          |      2  |      1.2275  |     0.8242  |   0.7817  |               |              1.3394  |
|          |      3  |      1.1494  |     0.8750  |   0.8317  |               |              1.7218  |
|          |      4  |      1.1348  |     0.8701  |   0.8488  |               |              2.1034  |
|          |      5  |      1.1270  |     0.8799  |   0.8713  |               |              2.4864  |
|          |      6  |      1.0771  |     0.9014  |   0.8685  |               |              2.8689  |
|          |      7  |      1.0381  |     0.9229  |   0.9000  |               |              3.2505  |
|          |      8  |      0.9985  |     0.9492  |   0.9204  |               |              3.6325  |
|          |      9  |      0.9556  |     0.9697  |   0.9319  |               |              3.9841  |
|          |   eval  |      0.9556  |     0.9697  |   0.9319  |       0.9391  |              4.1537  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4346  |     0.7090  |   0.6724  |               |              0.5036  |
|          |      1  |      1.2754  |     0.8076  |   0.6917  |               |              0.9187  |
|          |      2  |      1.2168  |     0.8320  |   0.7822  |               |              1.3344  |
|          |      3  |      1.1621  |     0.8564  |   0.7637  |               |              1.7182  |
|          |      4  |      1.1465  |     0.8613  |   0.8183  |               |              2.0998  |
|          |      5  |      1.0830  |     0.8945  |   0.8703  |               |              2.4829  |
|          |      6  |      1.0469  |     0.9219  |   0.8736  |               |              2.8647  |
|          |      7  |      1.0283  |     0.9268  |   0.8919  |               |              3.2479  |
|          |      8  |      0.9917  |     0.9502  |   0.9207  |               |              3.6298  |
|          |      9  |      0.9648  |     0.9609  |   0.9300  |               |              3.9811  |
|          |   eval  |      0.9648  |     0.9609  |   0.9300  |       0.9387  |              4.1511  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.5039  |     0.6475  |   0.6394  |               |              0.5087  |
|          |      1  |      1.2998  |     0.7744  |   0.7115  |               |              0.9234  |
|          |      2  |      1.2236  |     0.8291  |   0.7566  |               |              1.3380  |
|          |      3  |      1.1924  |     0.8516  |   0.8100  |               |              1.7206  |
|          |      4  |      1.1455  |     0.8662  |   0.8505  |               |              2.1037  |
|          |      5  |      1.0908  |     0.8984  |   0.8426  |               |              2.4860  |
|          |      6  |      1.0801  |     0.9004  |   0.8921  |               |              2.8680  |
|          |      7  |      1.0439  |     0.9248  |   0.9063  |               |              3.2509  |
|          |      8  |      0.9888  |     0.9521  |   0.9220  |               |              3.6322  |
|          |      9  |      0.9736  |     0.9590  |   0.9313  |               |              3.9842  |
|          |   eval  |      0.9736  |     0.9590  |   0.9313  |       0.9415  |              4.1531  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4600  |     0.6943  |   0.6783  |               |              0.5071  |
|          |      1  |      1.3076  |     0.7695  |   0.6889  |               |              0.9215  |
|          |      2  |      1.2324  |     0.8291  |   0.7914  |               |              1.3378  |
|          |      3  |      1.1885  |     0.8408  |   0.7972  |               |              1.7195  |
|          |      4  |      1.1670  |     0.8369  |   0.8225  |               |              2.1027  |
|          |      5  |      1.1152  |     0.8867  |   0.8436  |               |              2.4843  |
|          |      6  |      1.0801  |     0.9053  |   0.8803  |               |              2.8667  |
|          |      7  |      1.0410  |     0.9258  |   0.8958  |               |              3.2498  |
|          |      8  |      1.0215  |     0.9209  |   0.9180  |               |              3.6316  |
|          |      9  |      0.9727  |     0.9639  |   0.9284  |               |              3.9832  |
|          |   eval  |      0.9727  |     0.9639  |   0.9284  |       0.9376  |              4.1528  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4414  |     0.6992  |   0.6664  |               |              0.5085  |
|          |      1  |      1.3037  |     0.7803  |   0.7648  |               |              0.9247  |
|          |      2  |      1.2275  |     0.8242  |   0.7649  |               |              1.3419  |
|          |      3  |      1.1816  |     0.8389  |   0.8246  |               |              1.7244  |
|          |      4  |      1.1416  |     0.8584  |   0.8469  |               |              2.1070  |
|          |      5  |      1.1289  |     0.8652  |   0.8519  |               |              2.4905  |
|          |      6  |      1.0439  |     0.9160  |   0.8804  |               |              2.8732  |
|          |      7  |      1.0459  |     0.9258  |   0.8885  |               |              3.2571  |
|          |      8  |      0.9902  |     0.9541  |   0.9133  |               |              3.6389  |
|          |      9  |      0.9702  |     0.9648  |   0.9311  |               |              3.9903  |
|          |   eval  |      0.9702  |     0.9648  |   0.9311  |       0.9378  |              4.1605  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4580  |     0.6875  |   0.6528  |               |              0.5069  |
|          |      1  |      1.3086  |     0.7617  |   0.7575  |               |              0.9217  |
|          |      2  |      1.2549  |     0.7979  |   0.7315  |               |              1.3380  |
|          |      3  |      1.1787  |     0.8477  |   0.7300  |               |              1.7225  |
|          |      4  |      1.1943  |     0.8291  |   0.8451  |               |              2.1034  |
|          |      5  |      1.1309  |     0.8662  |   0.8458  |               |              2.4877  |
|          |      6  |      1.0693  |     0.9004  |   0.8906  |               |              2.8689  |
|          |      7  |      1.0605  |     0.9189  |   0.8853  |               |              3.2514  |
|          |      8  |      0.9888  |     0.9453  |   0.9172  |               |              3.6339  |
|          |      9  |      0.9487  |     0.9775  |   0.9334  |               |              3.9851  |
|          |   eval  |      0.9487  |     0.9775  |   0.9334  |       0.9405  |              4.1546  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4756  |     0.6777  |   0.6811  |               |              0.5023  |
|          |      1  |      1.2939  |     0.7939  |   0.7476  |               |              0.9178  |
|          |      2  |      1.2207  |     0.8213  |   0.7878  |               |              1.3347  |
|          |      3  |      1.1895  |     0.8457  |   0.8024  |               |              1.7172  |
|          |      4  |      1.1494  |     0.8535  |   0.8339  |               |              2.0996  |
|          |      5  |      1.0947  |     0.9014  |   0.8534  |               |              2.4817  |
|          |      6  |      1.0439  |     0.9219  |   0.8738  |               |              2.8654  |
|          |      7  |      1.0439  |     0.9180  |   0.8937  |               |              3.2471  |
|          |      8  |      0.9932  |     0.9570  |   0.9199  |               |              3.6296  |
|          |      9  |      0.9741  |     0.9570  |   0.9295  |               |              3.9826  |
|          |   eval  |      0.9741  |     0.9570  |   0.9295  |       0.9380  |              4.1509  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4912  |     0.6562  |   0.5771  |               |              0.4190  |
|          |      1  |      1.2959  |     0.7959  |   0.7837  |               |              0.8339  |
|          |      2  |      1.2148  |     0.8359  |   0.7289  |               |              1.2505  |
|          |      3  |      1.1689  |     0.8486  |   0.8069  |               |              1.6344  |
|          |      4  |      1.1611  |     0.8535  |   0.8287  |               |              2.0168  |
|          |      5  |      1.1113  |     0.8887  |   0.8747  |               |              2.4007  |
|          |      6  |      1.0586  |     0.9092  |   0.8806  |               |              2.7839  |
|          |      7  |      1.0508  |     0.9248  |   0.9032  |               |              3.1667  |
|          |      8  |      1.0088  |     0.9346  |   0.9089  |               |              3.5500  |
|          |      9  |      0.9697  |     0.9600  |   0.9309  |               |              3.9023  |
|          |   eval  |      0.9697  |     0.9600  |   0.9309  |       0.9404  |              4.0712  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.5137  |     0.6533  |   0.6233  |               |              0.5120  |
|          |      1  |      1.2578  |     0.8184  |   0.7734  |               |              0.9275  |
|          |      2  |      1.2500  |     0.8174  |   0.8002  |               |              1.3443  |
|          |      3  |      1.1836  |     0.8369  |   0.7530  |               |              1.7271  |
|          |      4  |      1.1631  |     0.8613  |   0.8397  |               |              2.1099  |
|          |      5  |      1.1016  |     0.8936  |   0.8408  |               |              2.4926  |
|          |      6  |      1.0566  |     0.9229  |   0.8875  |               |              2.8747  |
|          |      7  |      1.0156  |     0.9385  |   0.9025  |               |              3.2582  |
|          |      8  |      0.9819  |     0.9629  |   0.9185  |               |              3.6412  |
|          |      9  |      0.9556  |     0.9727  |   0.9297  |               |              3.9922  |
|          |   eval  |      0.9556  |     0.9727  |   0.9297  |       0.9377  |              4.1621  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.5020  |     0.6660  |   0.5129  |               |              0.5038  |
|          |      1  |      1.2637  |     0.8037  |   0.7417  |               |              0.9188  |
|          |      2  |      1.2217  |     0.8203  |   0.7688  |               |              1.3355  |
|          |      3  |      1.1963  |     0.8389  |   0.8184  |               |              1.7178  |
|          |      4  |      1.1514  |     0.8643  |   0.8404  |               |              2.1020  |
|          |      5  |      1.1377  |     0.8691  |   0.8449  |               |              2.4829  |
|          |      6  |      1.0781  |     0.8955  |   0.8612  |               |              2.8660  |
|          |      7  |      1.0352  |     0.9297  |   0.8968  |               |              3.2490  |
|          |      8  |      0.9941  |     0.9502  |   0.9208  |               |              3.6312  |
|          |      9  |      0.9639  |     0.9697  |   0.9314  |               |              3.9843  |
|          |   eval  |      0.9639  |     0.9697  |   0.9314  |       0.9387  |              4.1539  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4834  |     0.6709  |   0.5980  |               |              0.4189  |
|          |      1  |      1.2822  |     0.7949  |   0.7616  |               |              0.8331  |
|          |      2  |      1.2305  |     0.8203  |   0.7281  |               |              1.2493  |
|          |      3  |      1.1826  |     0.8506  |   0.7941  |               |              1.6320  |
|          |      4  |      1.1514  |     0.8672  |   0.8526  |               |              2.0162  |
|          |      5  |      1.1152  |     0.8857  |   0.8647  |               |              2.3983  |
|          |      6  |      1.0469  |     0.9238  |   0.8811  |               |              2.7808  |
|          |      7  |      1.0586  |     0.9131  |   0.8905  |               |              3.1643  |
|          |      8  |      0.9902  |     0.9482  |   0.9160  |               |              3.5469  |
|          |      9  |      0.9663  |     0.9629  |   0.9291  |               |              3.9005  |
|          |   eval  |      0.9663  |     0.9629  |   0.9291  |       0.9388  |              4.0709  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4893  |     0.6602  |   0.6147  |               |              0.5079  |
|          |      1  |      1.2666  |     0.8057  |   0.7425  |               |              0.9225  |
|          |      2  |      1.2461  |     0.8018  |   0.7380  |               |              1.3386  |
|          |      3  |      1.1768  |     0.8457  |   0.8100  |               |              1.7213  |
|          |      4  |      1.1816  |     0.8525  |   0.7796  |               |              2.1050  |
|          |      5  |      1.1035  |     0.8857  |   0.8458  |               |              2.4872  |
|          |      6  |      1.0742  |     0.8965  |   0.8896  |               |              2.8701  |
|          |      7  |      1.0469  |     0.9180  |   0.8872  |               |              3.2533  |
|          |      8  |      0.9971  |     0.9492  |   0.9225  |               |              3.6354  |
|          |      9  |      0.9790  |     0.9561  |   0.9294  |               |              3.9886  |
|          |   eval  |      0.9790  |     0.9561  |   0.9294  |       0.9370  |              4.1577  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4492  |     0.6982  |   0.6227  |               |              0.5018  |
|          |      1  |      1.2715  |     0.8086  |   0.6951  |               |              0.9167  |
|          |      2  |      1.2021  |     0.8379  |   0.7702  |               |              1.3345  |
|          |      3  |      1.1777  |     0.8496  |   0.8232  |               |              1.7166  |
|          |      4  |      1.1553  |     0.8564  |   0.8165  |               |              2.1003  |
|          |      5  |      1.1182  |     0.8789  |   0.8220  |               |              2.4838  |
|          |      6  |      1.0850  |     0.8965  |   0.8737  |               |              2.8655  |
|          |      7  |      1.0361  |     0.9277  |   0.8942  |               |              3.2504  |
|          |      8  |      0.9966  |     0.9473  |   0.9178  |               |              3.6317  |
|          |      9  |      0.9629  |     0.9697  |   0.9301  |               |              3.9856  |
|          |   eval  |      0.9629  |     0.9697  |   0.9301  |       0.9393  |              4.1552  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4297  |     0.7158  |   0.6756  |               |              0.5035  |
|          |      1  |      1.2988  |     0.7803  |   0.7219  |               |              0.9187  |
|          |      2  |      1.2412  |     0.8135  |   0.8027  |               |              1.3356  |
|          |      3  |      1.1846  |     0.8418  |   0.7552  |               |              1.7182  |
|          |      4  |      1.1768  |     0.8486  |   0.8175  |               |              2.1032  |
|          |      5  |      1.1143  |     0.8770  |   0.8315  |               |              2.4852  |
|          |      6  |      1.0605  |     0.9209  |   0.8894  |               |              2.8689  |
|          |      7  |      1.0273  |     0.9287  |   0.8888  |               |              3.2521  |
|          |      8  |      0.9844  |     0.9551  |   0.9215  |               |              3.6347  |
|          |      9  |      0.9585  |     0.9727  |   0.9324  |               |              3.9876  |
|          |   eval  |      0.9585  |     0.9727  |   0.9324  |       0.9402  |              4.1567  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4932  |     0.6719  |   0.6784  |               |              0.5089  |
|          |      1  |      1.3154  |     0.7734  |   0.7494  |               |              0.9249  |
|          |      2  |      1.2158  |     0.8291  |   0.7679  |               |              1.3411  |
|          |      3  |      1.1436  |     0.8799  |   0.8260  |               |              1.7229  |
|          |      4  |      1.1729  |     0.8438  |   0.8464  |               |              2.1070  |
|          |      5  |      1.1348  |     0.8633  |   0.8273  |               |              2.4899  |
|          |      6  |      1.0713  |     0.8965  |   0.8843  |               |              2.8728  |
|          |      7  |      1.0244  |     0.9473  |   0.8888  |               |              3.2562  |
|          |      8  |      0.9849  |     0.9531  |   0.9136  |               |              3.6377  |
|          |      9  |      0.9658  |     0.9658  |   0.9319  |               |              3.9913  |
|          |   eval  |      0.9658  |     0.9658  |   0.9319  |       0.9401  |              4.1612  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4658  |     0.6924  |   0.5896  |               |              0.5012  |
|          |      1  |      1.2910  |     0.7998  |   0.7606  |               |              0.9166  |
|          |      2  |      1.2148  |     0.8398  |   0.7904  |               |              1.3336  |
|          |      3  |      1.1797  |     0.8438  |   0.8202  |               |              1.7164  |
|          |      4  |      1.1465  |     0.8643  |   0.8432  |               |              2.0995  |
|          |      5  |      1.0957  |     0.8955  |   0.8552  |               |              2.4829  |
|          |      6  |      1.0752  |     0.9033  |   0.8848  |               |              2.8652  |
|          |      7  |      1.0410  |     0.9199  |   0.8894  |               |              3.2490  |
|          |      8  |      1.0127  |     0.9365  |   0.9180  |               |              3.6310  |
|          |      9  |      0.9619  |     0.9658  |   0.9318  |               |              3.9836  |
|          |   eval  |      0.9619  |     0.9658  |   0.9318  |       0.9397  |              4.1532  |
------------------------------------------------------------------------------------------------------
Mean: 0.9392    Std: 0.0012
/workspace/ese-3060-finalproject/logs/525a735c-6413-4fae-99b5-5175ee132c6b/log.pt
