Running CIFAR-10 AirBench with translate = 4
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      3  |      1.1758  |     0.8457  |   0.7862  |               |              1.7122  |
|          |      4  |      1.1611  |     0.8545  |   0.8200  |               |              2.0934  |
|          |      5  |      1.1006  |     0.8896  |   0.8107  |               |              2.4753  |
|          |      6  |      1.0654  |     0.9014  |   0.8867  |               |              2.8554  |
|          |      7  |      1.0479  |     0.9189  |   0.8935  |               |              3.2367  |
|          |      8  |      0.9844  |     0.9521  |   0.9188  |               |              3.6189  |
|          |      9  |      0.9565  |     0.9697  |   0.9333  |               |              3.9690  |
|          |   eval  |      0.9565  |     0.9697  |   0.9333  |       0.9393  |              4.1380  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4443  |     0.6973  |   0.6808  |               |              0.5078  |
|          |      1  |      1.3027  |     0.7842  |   0.6026  |               |              0.9224  |
|          |      2  |      1.2119  |     0.8193  |   0.7687  |               |              1.3377  |
|          |      3  |      1.1846  |     0.8496  |   0.8148  |               |              1.7201  |
|          |      4  |      1.1689  |     0.8525  |   0.8562  |               |              2.1010  |
|          |      5  |      1.1250  |     0.8809  |   0.8740  |               |              2.4820  |
|          |      6  |      1.0596  |     0.9141  |   0.8954  |               |              2.8651  |
|          |      7  |      1.0420  |     0.9238  |   0.9009  |               |              3.2460  |
|          |      8  |      1.0020  |     0.9385  |   0.9228  |               |              3.6268  |
|          |      9  |      0.9697  |     0.9619  |   0.9319  |               |              3.9790  |
|          |   eval  |      0.9697  |     0.9619  |   0.9319  |       0.9372  |              4.1472  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4639  |     0.6768  |   0.6326  |               |              0.5082  |
|          |      1  |      1.2920  |     0.7910  |   0.7444  |               |              0.9227  |
|          |      2  |      1.2314  |     0.8145  |   0.7899  |               |              1.3381  |
|          |      3  |      1.1963  |     0.8408  |   0.7682  |               |              1.7202  |
|          |      4  |      1.1357  |     0.8682  |   0.8585  |               |              2.1013  |
|          |      5  |      1.1279  |     0.8740  |   0.8138  |               |              2.4838  |
|          |      6  |      1.0674  |     0.8975  |   0.8788  |               |              2.8647  |
|          |      7  |      1.0420  |     0.9199  |   0.9014  |               |              3.2461  |
|          |      8  |      0.9800  |     0.9561  |   0.9213  |               |              3.6286  |
|          |      9  |      0.9551  |     0.9736  |   0.9314  |               |              3.9796  |
|          |   eval  |      0.9551  |     0.9736  |   0.9314  |       0.9377  |              4.1483  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4414  |     0.6943  |   0.6432  |               |              0.5106  |
|          |      1  |      1.2881  |     0.7881  |   0.6885  |               |              0.9251  |
|          |      2  |      1.2314  |     0.8301  |   0.7666  |               |              1.3397  |
|          |      3  |      1.1582  |     0.8682  |   0.7231  |               |              1.7217  |
|          |      4  |      1.1660  |     0.8525  |   0.8493  |               |              2.1025  |
|          |      5  |      1.1025  |     0.8926  |   0.8607  |               |              2.4852  |
|          |      6  |      1.0869  |     0.8916  |   0.8859  |               |              2.8660  |
|          |      7  |      1.0342  |     0.9199  |   0.9010  |               |              3.2477  |
|          |      8  |      0.9990  |     0.9404  |   0.9200  |               |              3.6298  |
|          |      9  |      0.9624  |     0.9688  |   0.9332  |               |              3.9801  |
|          |   eval  |      0.9624  |     0.9688  |   0.9332  |       0.9416  |              4.1490  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4639  |     0.6738  |   0.6572  |               |              0.5067  |
|          |      1  |      1.2939  |     0.7949  |   0.7400  |               |              0.9219  |
|          |      2  |      1.2461  |     0.8047  |   0.8174  |               |              1.3374  |
|          |      3  |      1.2031  |     0.8350  |   0.7823  |               |              1.7194  |
|          |      4  |      1.1836  |     0.8398  |   0.8439  |               |              2.1015  |
|          |      5  |      1.0908  |     0.9014  |   0.8611  |               |              2.4829  |
|          |      6  |      1.0781  |     0.9092  |   0.8888  |               |              2.8644  |
|          |      7  |      1.0449  |     0.9268  |   0.9042  |               |              3.2466  |
|          |      8  |      0.9941  |     0.9482  |   0.9193  |               |              3.6276  |
|          |      9  |      0.9521  |     0.9775  |   0.9328  |               |              3.9785  |
|          |   eval  |      0.9521  |     0.9775  |   0.9328  |       0.9403  |              4.1477  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4365  |     0.7139  |   0.5776  |               |              0.4189  |
|          |      1  |      1.3086  |     0.7822  |   0.7714  |               |              0.8330  |
|          |      2  |      1.2490  |     0.8037  |   0.7354  |               |              1.2482  |
|          |      3  |      1.1689  |     0.8477  |   0.6620  |               |              1.6305  |
|          |      4  |      1.1514  |     0.8701  |   0.8438  |               |              2.0120  |
|          |      5  |      1.0996  |     0.8926  |   0.8537  |               |              2.3943  |
|          |      6  |      1.0791  |     0.8965  |   0.8890  |               |              2.7749  |
|          |      7  |      1.0488  |     0.9170  |   0.8823  |               |              3.1568  |
|          |      8  |      0.9985  |     0.9375  |   0.9147  |               |              3.5387  |
|          |      9  |      0.9619  |     0.9648  |   0.9279  |               |              3.8892  |
|          |   eval  |      0.9619  |     0.9648  |   0.9279  |       0.9360  |              4.0583  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4287  |     0.7051  |   0.6587  |               |              0.5011  |
|          |      1  |      1.2705  |     0.7998  |   0.7883  |               |              0.9164  |
|          |      2  |      1.2109  |     0.8447  |   0.7601  |               |              1.3325  |
|          |      3  |      1.1855  |     0.8389  |   0.7243  |               |              1.7155  |
|          |      4  |      1.1416  |     0.8721  |   0.8446  |               |              2.0971  |
|          |      5  |      1.1055  |     0.8877  |   0.8428  |               |              2.4791  |
|          |      6  |      1.0811  |     0.8906  |   0.8800  |               |              2.8609  |
|          |      7  |      1.0400  |     0.9180  |   0.8976  |               |              3.2428  |
|          |      8  |      0.9883  |     0.9541  |   0.9218  |               |              3.6248  |
|          |      9  |      0.9473  |     0.9766  |   0.9297  |               |              3.9770  |
|          |   eval  |      0.9473  |     0.9766  |   0.9297  |       0.9398  |              4.1460  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4424  |     0.6943  |   0.6690  |               |              0.4878  |
|          |      1  |      1.3086  |     0.7656  |   0.7573  |               |              0.9023  |
|          |      2  |      1.2354  |     0.8174  |   0.8264  |               |              1.3176  |
|          |      3  |      1.1943  |     0.8408  |   0.8089  |               |              1.7003  |
|          |      4  |      1.1777  |     0.8477  |   0.8669  |               |              2.0812  |
|          |      5  |      1.0986  |     0.8896  |   0.8721  |               |              2.4632  |
|          |      6  |      1.0488  |     0.9287  |   0.8826  |               |              2.8457  |
|          |      7  |      1.0400  |     0.9229  |   0.8985  |               |              3.2276  |
|          |      8  |      1.0010  |     0.9434  |   0.9177  |               |              3.6095  |
|          |      9  |      0.9688  |     0.9580  |   0.9323  |               |              3.9608  |
|          |   eval  |      0.9688  |     0.9580  |   0.9323  |       0.9384  |              4.1296  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4658  |     0.6758  |   0.5630  |               |              0.4190  |
|          |      1  |      1.3154  |     0.7803  |   0.6927  |               |              0.8339  |
|          |      2  |      1.2139  |     0.8262  |   0.7645  |               |              1.2488  |
|          |      3  |      1.1670  |     0.8496  |   0.7850  |               |              1.6318  |
|          |      4  |      1.1289  |     0.8789  |   0.8399  |               |              2.0125  |
|          |      5  |      1.1084  |     0.8867  |   0.7928  |               |              2.3938  |
|          |      6  |      1.0508  |     0.9150  |   0.8556  |               |              2.7759  |
|          |      7  |      1.0537  |     0.9092  |   0.8926  |               |              3.1584  |
|          |      8  |      0.9893  |     0.9551  |   0.9205  |               |              3.5397  |
|          |      9  |      0.9624  |     0.9736  |   0.9312  |               |              3.8920  |
|          |   eval  |      0.9624  |     0.9736  |   0.9312  |       0.9382  |              4.0612  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4824  |     0.6699  |   0.6855  |               |              0.5095  |
|          |      1  |      1.3359  |     0.7578  |   0.6861  |               |              0.9242  |
|          |      2  |      1.2021  |     0.8447  |   0.8014  |               |              1.3389  |
|          |      3  |      1.1816  |     0.8447  |   0.7992  |               |              1.7202  |
|          |      4  |      1.1553  |     0.8506  |   0.8632  |               |              2.1024  |
|          |      5  |      1.0947  |     0.8896  |   0.8651  |               |              2.4851  |
|          |      6  |      1.0811  |     0.8975  |   0.8865  |               |              2.8664  |
|          |      7  |      1.0410  |     0.9277  |   0.8946  |               |              3.2497  |
|          |      8  |      0.9990  |     0.9473  |   0.9162  |               |              3.6311  |
|          |      9  |      0.9751  |     0.9561  |   0.9319  |               |              3.9818  |
|          |   eval  |      0.9751  |     0.9561  |   0.9319  |       0.9393  |              4.1517  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4746  |     0.6963  |   0.5861  |               |              0.5116  |
|          |      1  |      1.2861  |     0.8037  |   0.7589  |               |              0.9266  |
|          |      2  |      1.2383  |     0.8057  |   0.7885  |               |              1.3421  |
|          |      3  |      1.1650  |     0.8564  |   0.8254  |               |              1.7250  |
|          |      4  |      1.1504  |     0.8672  |   0.8296  |               |              2.1067  |
|          |      5  |      1.0898  |     0.8906  |   0.8788  |               |              2.4886  |
|          |      6  |      1.0566  |     0.9189  |   0.8840  |               |              2.8708  |
|          |      7  |      1.0547  |     0.9248  |   0.8589  |               |              3.2532  |
|          |      8  |      0.9858  |     0.9531  |   0.9199  |               |              3.6349  |
|          |      9  |      0.9805  |     0.9492  |   0.9304  |               |              3.9868  |
|          |   eval  |      0.9805  |     0.9492  |   0.9304  |       0.9377  |              4.1553  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4307  |     0.7031  |   0.5889  |               |              0.5070  |
|          |      1  |      1.3154  |     0.7842  |   0.7138  |               |              0.9228  |
|          |      2  |      1.2266  |     0.8086  |   0.8036  |               |              1.3387  |
|          |      3  |      1.2236  |     0.8135  |   0.8214  |               |              1.7211  |
|          |      4  |      1.1182  |     0.8887  |   0.8736  |               |              2.1018  |
|          |      5  |      1.1055  |     0.8828  |   0.8542  |               |              2.4848  |
|          |      6  |      1.0781  |     0.9004  |   0.8897  |               |              2.8669  |
|          |      7  |      1.0410  |     0.9219  |   0.8968  |               |              3.2482  |
|          |      8  |      0.9844  |     0.9473  |   0.9162  |               |              3.6307  |
|          |      9  |      0.9585  |     0.9746  |   0.9303  |               |              3.9817  |
|          |   eval  |      0.9585  |     0.9746  |   0.9303  |       0.9375  |              4.1504  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4990  |     0.6592  |   0.5041  |               |              0.5029  |
|          |      1  |      1.2930  |     0.7812  |   0.7891  |               |              0.9181  |
|          |      2  |      1.2158  |     0.8145  |   0.7628  |               |              1.3340  |
|          |      3  |      1.1953  |     0.8477  |   0.8242  |               |              1.7171  |
|          |      4  |      1.1504  |     0.8584  |   0.8574  |               |              2.0984  |
|          |      5  |      1.1191  |     0.8760  |   0.8439  |               |              2.4801  |
|          |      6  |      1.0645  |     0.9072  |   0.8871  |               |              2.8629  |
|          |      7  |      1.0586  |     0.9170  |   0.8738  |               |              3.2443  |
|          |      8  |      0.9976  |     0.9492  |   0.9185  |               |              3.6259  |
|          |      9  |      0.9688  |     0.9580  |   0.9308  |               |              3.9776  |
|          |   eval  |      0.9688  |     0.9580  |   0.9308  |       0.9397  |              4.1470  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4385  |     0.7051  |   0.6871  |               |              0.4188  |
|          |      1  |      1.3096  |     0.7695  |   0.5287  |               |              0.8337  |
|          |      2  |      1.2217  |     0.8301  |   0.7805  |               |              1.2486  |
|          |      3  |      1.2080  |     0.8350  |   0.7934  |               |              1.6307  |
|          |      4  |      1.1357  |     0.8682  |   0.8625  |               |              2.0127  |
|          |      5  |      1.1055  |     0.8887  |   0.8645  |               |              2.3941  |
|          |      6  |      1.0859  |     0.8926  |   0.8914  |               |              2.7757  |
|          |      7  |      1.0303  |     0.9346  |   0.8697  |               |              3.1584  |
|          |      8  |      0.9946  |     0.9551  |   0.9175  |               |              3.5399  |
|          |      9  |      0.9570  |     0.9746  |   0.9301  |               |              3.8911  |
|          |   eval  |      0.9570  |     0.9746  |   0.9301  |       0.9378  |              4.0607  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4912  |     0.6738  |   0.6022  |               |              0.5065  |
|          |      1  |      1.2881  |     0.7852  |   0.6079  |               |              0.9232  |
|          |      2  |      1.2295  |     0.8174  |   0.7751  |               |              1.3385  |
|          |      3  |      1.1963  |     0.8320  |   0.7487  |               |              1.7210  |
|          |      4  |      1.1543  |     0.8643  |   0.8433  |               |              2.1027  |
|          |      5  |      1.1172  |     0.8799  |   0.8595  |               |              2.4844  |
|          |      6  |      1.0781  |     0.9053  |   0.8859  |               |              2.8667  |
|          |      7  |      1.0469  |     0.9180  |   0.8931  |               |              3.2484  |
|          |      8  |      0.9980  |     0.9385  |   0.9171  |               |              3.6313  |
|          |      9  |      0.9648  |     0.9658  |   0.9342  |               |              3.9828  |
|          |   eval  |      0.9648  |     0.9658  |   0.9342  |       0.9380  |              4.1513  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4795  |     0.6816  |   0.5412  |               |              0.4187  |
|          |      1  |      1.3301  |     0.7676  |   0.7410  |               |              0.8333  |
|          |      2  |      1.2129  |     0.8311  |   0.8123  |               |              1.2483  |
|          |      3  |      1.2158  |     0.8223  |   0.7530  |               |              1.6306  |
|          |      4  |      1.1709  |     0.8535  |   0.8519  |               |              2.0133  |
|          |      5  |      1.1445  |     0.8574  |   0.8110  |               |              2.3960  |
|          |      6  |      1.0596  |     0.9131  |   0.8807  |               |              2.7775  |
|          |      7  |      1.0176  |     0.9336  |   0.9054  |               |              3.1593  |
|          |      8  |      0.9873  |     0.9492  |   0.9179  |               |              3.5420  |
|          |      9  |      0.9541  |     0.9736  |   0.9312  |               |              3.8928  |
|          |   eval  |      0.9541  |     0.9736  |   0.9312  |       0.9391  |              4.0615  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4863  |     0.6719  |   0.6830  |               |              0.4187  |
|          |      1  |      1.2988  |     0.7773  |   0.7712  |               |              0.8335  |
|          |      2  |      1.2227  |     0.8379  |   0.7391  |               |              1.2490  |
|          |      3  |      1.1836  |     0.8428  |   0.7727  |               |              1.6312  |
|          |      4  |      1.1777  |     0.8496  |   0.8443  |               |              2.0143  |
|          |      5  |      1.1162  |     0.8867  |   0.8562  |               |              2.3964  |
|          |      6  |      1.0508  |     0.9121  |   0.8836  |               |              2.7783  |
|          |      7  |      1.0420  |     0.9258  |   0.8795  |               |              3.1608  |
|          |      8  |      0.9897  |     0.9531  |   0.9200  |               |              3.5425  |
|          |      9  |      0.9570  |     0.9707  |   0.9319  |               |              3.8951  |
|          |   eval  |      0.9570  |     0.9707  |   0.9319  |       0.9393  |              4.0642  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4453  |     0.6943  |   0.5556  |               |              0.5066  |
|          |      1  |      1.2979  |     0.7705  |   0.7399  |               |              0.9216  |
|          |      2  |      1.1904  |     0.8564  |   0.7969  |               |              1.3384  |
|          |      3  |      1.2129  |     0.8184  |   0.7961  |               |              1.7218  |
|          |      4  |      1.1338  |     0.8730  |   0.8519  |               |              2.1035  |
|          |      5  |      1.1279  |     0.8682  |   0.8610  |               |              2.4854  |
|          |      6  |      1.0732  |     0.9053  |   0.8965  |               |              2.8676  |
|          |      7  |      1.0205  |     0.9355  |   0.8920  |               |              3.2492  |
|          |      8  |      0.9888  |     0.9482  |   0.9186  |               |              3.6310  |
|          |      9  |      0.9712  |     0.9668  |   0.9322  |               |              3.9830  |
|          |   eval  |      0.9712  |     0.9668  |   0.9322  |       0.9392  |              4.1524  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4463  |     0.6963  |   0.6728  |               |              0.5048  |
|          |      1  |      1.2900  |     0.7910  |   0.7444  |               |              0.9201  |
|          |      2  |      1.2275  |     0.8291  |   0.7844  |               |              1.3361  |
|          |      3  |      1.1670  |     0.8574  |   0.8233  |               |              1.7194  |
|          |      4  |      1.1621  |     0.8447  |   0.8511  |               |              2.1011  |
|          |      5  |      1.0938  |     0.8926  |   0.8669  |               |              2.4829  |
|          |      6  |      1.0557  |     0.9150  |   0.8784  |               |              2.8649  |
|          |      7  |      1.0322  |     0.9297  |   0.9061  |               |              3.2472  |
|          |      8  |      0.9873  |     0.9521  |   0.9165  |               |              3.6290  |
|          |      9  |      0.9790  |     0.9492  |   0.9323  |               |              3.9806  |
|          |   eval  |      0.9790  |     0.9492  |   0.9323  |       0.9400  |              4.1502  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4160  |     0.6973  |   0.6761  |               |              0.4194  |
|          |      1  |      1.3154  |     0.7598  |   0.7454  |               |              0.8341  |
|          |      2  |      1.2480  |     0.7949  |   0.7646  |               |              1.2498  |
|          |      3  |      1.1895  |     0.8438  |   0.8429  |               |              1.6317  |
|          |      4  |      1.1318  |     0.8838  |   0.8047  |               |              2.0145  |
|          |      5  |      1.1113  |     0.8896  |   0.8553  |               |              2.3959  |
|          |      6  |      1.0859  |     0.8887  |   0.8783  |               |              2.7782  |
|          |      7  |      1.0283  |     0.9346  |   0.8977  |               |              3.1611  |
|          |      8  |      0.9966  |     0.9434  |   0.9236  |               |              3.5421  |
|          |      9  |      0.9575  |     0.9717  |   0.9330  |               |              3.8946  |
|          |   eval  |      0.9575  |     0.9717  |   0.9330  |       0.9407  |              4.0649  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4658  |     0.6826  |   0.6352  |               |              0.4207  |
|          |      1  |      1.3057  |     0.7910  |   0.7259  |               |              0.8352  |
|          |      2  |      1.2051  |     0.8369  |   0.7408  |               |              1.2515  |
|          |      3  |      1.1816  |     0.8604  |   0.7590  |               |              1.6342  |
|          |      4  |      1.1504  |     0.8643  |   0.7321  |               |              2.0151  |
|          |      5  |      1.1035  |     0.8936  |   0.8635  |               |              2.3981  |
|          |      6  |      1.0615  |     0.9189  |   0.8893  |               |              2.7798  |
|          |      7  |      1.0430  |     0.9229  |   0.8935  |               |              3.1615  |
|          |      8  |      0.9771  |     0.9531  |   0.9197  |               |              3.5443  |
|          |      9  |      0.9673  |     0.9658  |   0.9305  |               |              3.8955  |
|          |   eval  |      0.9673  |     0.9658  |   0.9305  |       0.9404  |              4.0644  |
------------------------------------------------------------------------------------------------------
Mean: 0.9391    Std: 0.0016
/workspace/ese-3060-finalproject/logs/2e2d60ed-2b3d-44c6-87d7-c6215b8a3d80/log.pt
