Running CIFAR-10 AirBench with translate = 0
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      9  |      0.9038  |     0.9951  |   0.9282  |               |              3.8672  |
|          |   eval  |      0.9038  |     0.9951  |   0.9282  |       0.9369  |              4.0352  |
------------------------------------------------------------------------------------------------------
|       3  |      0  |      1.3906  |     0.7402  |   0.7126  |               |              0.3982  |
|          |      1  |      1.2744  |     0.7881  |   0.7856  |               |              0.7975  |
|          |      2  |      1.1787  |     0.8584  |   0.7614  |               |              1.1986  |
|          |      3  |      1.1221  |     0.8770  |   0.8453  |               |              1.5725  |
|          |      4  |      1.1143  |     0.8770  |   0.8111  |               |              1.9471  |
|          |      5  |      1.0674  |     0.9121  |   0.8570  |               |              2.3228  |
|          |      6  |      1.0068  |     0.9482  |   0.8881  |               |              2.6949  |
|          |      7  |      0.9902  |     0.9502  |   0.9049  |               |              3.0690  |
|          |      8  |      0.9268  |     0.9863  |   0.9209  |               |              3.4438  |
|          |      9  |      0.8960  |     0.9990  |   0.9270  |               |              3.7872  |
|          |   eval  |      0.8960  |     0.9990  |   0.9270  |       0.9349  |              3.9557  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4102  |     0.7188  |   0.6476  |               |              0.4839  |
|          |      1  |      1.2490  |     0.8213  |   0.6974  |               |              0.8824  |
|          |      2  |      1.1709  |     0.8496  |   0.8030  |               |              1.2839  |
|          |      3  |      1.1387  |     0.8662  |   0.8500  |               |              1.6585  |
|          |      4  |      1.1240  |     0.8760  |   0.8716  |               |              2.0320  |
|          |      5  |      1.0791  |     0.8984  |   0.8491  |               |              2.4064  |
|          |      6  |      1.0400  |     0.9277  |   0.8837  |               |              2.7800  |
|          |      7  |      0.9766  |     0.9570  |   0.8999  |               |              3.1550  |
|          |      8  |      0.9263  |     0.9912  |   0.9234  |               |              3.5290  |
|          |      9  |      0.9004  |     0.9932  |   0.9307  |               |              3.8739  |
|          |   eval  |      0.9004  |     0.9932  |   0.9307  |       0.9384  |              4.0418  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4131  |     0.7314  |   0.7038  |               |              0.4886  |
|          |      1  |      1.2617  |     0.8047  |   0.7013  |               |              0.8872  |
|          |      2  |      1.2109  |     0.8242  |   0.6616  |               |              1.2873  |
|          |      3  |      1.1465  |     0.8691  |   0.8455  |               |              1.6629  |
|          |      4  |      1.1064  |     0.8828  |   0.8482  |               |              2.0368  |
|          |      5  |      1.0693  |     0.8975  |   0.8436  |               |              2.4108  |
|          |      6  |      1.0264  |     0.9326  |   0.8894  |               |              2.7857  |
|          |      7  |      0.9956  |     0.9395  |   0.8908  |               |              3.1602  |
|          |      8  |      0.9170  |     0.9893  |   0.9191  |               |              3.5341  |
|          |      9  |      0.9038  |     0.9951  |   0.9223  |               |              3.8776  |
|          |   eval  |      0.9038  |     0.9951  |   0.9223  |       0.9360  |              4.0459  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.3994  |     0.7188  |   0.6719  |               |              0.3991  |
|          |      1  |      1.2236  |     0.8271  |   0.7662  |               |              0.7985  |
|          |      2  |      1.1855  |     0.8525  |   0.7654  |               |              1.1995  |
|          |      3  |      1.1289  |     0.8701  |   0.8122  |               |              1.5750  |
|          |      4  |      1.1182  |     0.8799  |   0.8460  |               |              1.9496  |
|          |      5  |      1.0762  |     0.9023  |   0.8232  |               |              2.3251  |
|          |      6  |      1.0244  |     0.9326  |   0.8906  |               |              2.7005  |
|          |      7  |      0.9844  |     0.9512  |   0.8893  |               |              3.0750  |
|          |      8  |      0.9360  |     0.9805  |   0.9231  |               |              3.4504  |
|          |      9  |      0.8979  |     0.9980  |   0.9282  |               |              3.7959  |
|          |   eval  |      0.8979  |     0.9980  |   0.9282  |       0.9377  |              3.9639  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4111  |     0.7100  |   0.6577  |               |              0.4856  |
|          |      1  |      1.2119  |     0.8311  |   0.7601  |               |              0.8855  |
|          |      2  |      1.1660  |     0.8584  |   0.8101  |               |              1.2863  |
|          |      3  |      1.1484  |     0.8662  |   0.7948  |               |              1.6606  |
|          |      4  |      1.1025  |     0.8926  |   0.8178  |               |              2.0354  |
|          |      5  |      1.0674  |     0.9014  |   0.8607  |               |              2.4109  |
|          |      6  |      1.0020  |     0.9434  |   0.8845  |               |              2.7855  |
|          |      7  |      0.9697  |     0.9629  |   0.9065  |               |              3.1608  |
|          |      8  |      0.9268  |     0.9873  |   0.9206  |               |              3.5354  |
|          |      9  |      0.8984  |     0.9980  |   0.9277  |               |              3.8799  |
|          |   eval  |      0.8984  |     0.9980  |   0.9277  |       0.9373  |              4.0480  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4004  |     0.7334  |   0.6839  |               |              0.3991  |
|          |      1  |      1.2500  |     0.8096  |   0.7592  |               |              0.7994  |
|          |      2  |      1.2061  |     0.8271  |   0.7390  |               |              1.2005  |
|          |      3  |      1.1240  |     0.8848  |   0.8221  |               |              1.5768  |
|          |      4  |      1.1191  |     0.8750  |   0.8464  |               |              1.9521  |
|          |      5  |      1.0703  |     0.9141  |   0.8546  |               |              2.3276  |
|          |      6  |      1.0127  |     0.9424  |   0.8839  |               |              2.7027  |
|          |      7  |      0.9834  |     0.9570  |   0.8843  |               |              3.0780  |
|          |      8  |      0.9185  |     0.9932  |   0.9193  |               |              3.4530  |
|          |      9  |      0.8999  |     0.9941  |   0.9277  |               |              3.7977  |
|          |   eval  |      0.8999  |     0.9941  |   0.9277  |       0.9370  |              3.9659  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4697  |     0.6787  |   0.6080  |               |              0.4000  |
|          |      1  |      1.2549  |     0.8164  |   0.7504  |               |              0.8009  |
|          |      2  |      1.2002  |     0.8389  |   0.6880  |               |              1.2016  |
|          |      3  |      1.1543  |     0.8633  |   0.7586  |               |              1.5771  |
|          |      4  |      1.0938  |     0.8984  |   0.8429  |               |              1.9515  |
|          |      5  |      1.0615  |     0.9141  |   0.8635  |               |              2.3270  |
|          |      6  |      1.0029  |     0.9502  |   0.8604  |               |              2.7017  |
|          |      7  |      0.9829  |     0.9570  |   0.9066  |               |              3.0775  |
|          |      8  |      0.9277  |     0.9873  |   0.9159  |               |              3.4525  |
|          |      9  |      0.8965  |     0.9971  |   0.9274  |               |              3.7973  |
|          |   eval  |      0.8965  |     0.9971  |   0.9274  |       0.9384  |              3.9655  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4385  |     0.6982  |   0.6972  |               |              0.4669  |
|          |      1  |      1.2432  |     0.8242  |   0.7552  |               |              0.8675  |
|          |      2  |      1.2002  |     0.8379  |   0.7450  |               |              1.2679  |
|          |      3  |      1.1338  |     0.8770  |   0.8115  |               |              1.6434  |
|          |      4  |      1.0908  |     0.8984  |   0.8445  |               |              2.0182  |
|          |      5  |      1.0635  |     0.9062  |   0.8626  |               |              2.3934  |
|          |      6  |      1.0137  |     0.9424  |   0.8933  |               |              2.7699  |
|          |      7  |      0.9780  |     0.9629  |   0.8966  |               |              3.1445  |
|          |      8  |      0.9243  |     0.9863  |   0.9204  |               |              3.5194  |
|          |      9  |      0.8999  |     0.9961  |   0.9267  |               |              3.8630  |
|          |   eval  |      0.8999  |     0.9961  |   0.9267  |       0.9340  |              4.0313  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.3926  |     0.7324  |   0.7165  |               |              0.4874  |
|          |      1  |      1.2236  |     0.8291  |   0.7304  |               |              0.8874  |
|          |      2  |      1.1904  |     0.8418  |   0.7711  |               |              1.2886  |
|          |      3  |      1.1465  |     0.8682  |   0.8513  |               |              1.6644  |
|          |      4  |      1.1113  |     0.8857  |   0.8749  |               |              2.0392  |
|          |      5  |      1.0840  |     0.8936  |   0.8617  |               |              2.4148  |
|          |      6  |      1.0078  |     0.9512  |   0.8957  |               |              2.7895  |
|          |      7  |      0.9897  |     0.9473  |   0.8967  |               |              3.1653  |
|          |      8  |      0.9209  |     0.9912  |   0.9254  |               |              3.5406  |
|          |      9  |      0.9019  |     0.9951  |   0.9288  |               |              3.8853  |
|          |   eval  |      0.9019  |     0.9951  |   0.9288  |       0.9391  |              4.0534  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.3848  |     0.7412  |   0.6116  |               |              0.4003  |
|          |      1  |      1.2500  |     0.8164  |   0.7373  |               |              0.8011  |
|          |      2  |      1.1855  |     0.8457  |   0.8225  |               |              1.2018  |
|          |      3  |      1.1572  |     0.8721  |   0.6957  |               |              1.5774  |
|          |      4  |      1.1172  |     0.8809  |   0.8337  |               |              1.9518  |
|          |      5  |      1.0752  |     0.9043  |   0.8181  |               |              2.3275  |
|          |      6  |      1.0098  |     0.9443  |   0.8911  |               |              2.7024  |
|          |      7  |      0.9771  |     0.9629  |   0.8998  |               |              3.0772  |
|          |      8  |      0.9360  |     0.9814  |   0.9175  |               |              3.4514  |
|          |      9  |      0.9023  |     0.9932  |   0.9263  |               |              3.7965  |
|          |   eval  |      0.9023  |     0.9932  |   0.9263  |       0.9350  |              3.9650  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4043  |     0.7275  |   0.6735  |               |              0.4938  |
|          |      1  |      1.2510  |     0.8086  |   0.7818  |               |              0.8951  |
|          |      2  |      1.1846  |     0.8457  |   0.7319  |               |              1.2961  |
|          |      3  |      1.1426  |     0.8701  |   0.7802  |               |              1.6713  |
|          |      4  |      1.1279  |     0.8770  |   0.8562  |               |              2.0458  |
|          |      5  |      1.0732  |     0.9023  |   0.8630  |               |              2.4210  |
|          |      6  |      1.0312  |     0.9268  |   0.8934  |               |              2.7964  |
|          |      7  |      0.9829  |     0.9570  |   0.8935  |               |              3.1707  |
|          |      8  |      0.9341  |     0.9795  |   0.9216  |               |              3.5453  |
|          |      9  |      0.8965  |     0.9990  |   0.9272  |               |              3.8906  |
|          |   eval  |      0.8965  |     0.9990  |   0.9272  |       0.9372  |              4.0583  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4238  |     0.7148  |   0.6680  |               |              0.4790  |
|          |      1  |      1.2666  |     0.8145  |   0.7421  |               |              0.8798  |
|          |      2  |      1.1895  |     0.8389  |   0.7918  |               |              1.2795  |
|          |      3  |      1.1416  |     0.8721  |   0.8124  |               |              1.6553  |
|          |      4  |      1.1006  |     0.8857  |   0.8314  |               |              2.0297  |
|          |      5  |      1.0752  |     0.9092  |   0.8547  |               |              2.4045  |
|          |      6  |      1.0176  |     0.9385  |   0.8899  |               |              2.7789  |
|          |      7  |      0.9844  |     0.9570  |   0.8924  |               |              3.1546  |
|          |      8  |      0.9268  |     0.9863  |   0.9225  |               |              3.5290  |
|          |      9  |      0.8984  |     0.9971  |   0.9263  |               |              3.8735  |
|          |   eval  |      0.8984  |     0.9971  |   0.9263  |       0.9361  |              4.0426  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4609  |     0.6787  |   0.5098  |               |              0.4810  |
|          |      1  |      1.2480  |     0.8252  |   0.7025  |               |              0.8819  |
|          |      2  |      1.2090  |     0.8320  |   0.8116  |               |              1.2821  |
|          |      3  |      1.1562  |     0.8721  |   0.8007  |               |              1.6574  |
|          |      4  |      1.1104  |     0.8848  |   0.8756  |               |              2.0320  |
|          |      5  |      1.0566  |     0.9219  |   0.8608  |               |              2.4076  |
|          |      6  |      1.0176  |     0.9375  |   0.8877  |               |              2.7823  |
|          |      7  |      0.9829  |     0.9561  |   0.8820  |               |              3.1577  |
|          |      8  |      0.9209  |     0.9883  |   0.9236  |               |              3.5345  |
|          |      9  |      0.9038  |     0.9941  |   0.9277  |               |              3.8796  |
|          |   eval  |      0.9038  |     0.9941  |   0.9277  |       0.9383  |              4.0480  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4551  |     0.6885  |   0.6135  |               |              0.4870  |
|          |      1  |      1.2500  |     0.8164  |   0.6574  |               |              0.8869  |
|          |      2  |      1.2246  |     0.8193  |   0.7602  |               |              1.2872  |
|          |      3  |      1.1221  |     0.8828  |   0.8272  |               |              1.6623  |
|          |      4  |      1.1133  |     0.8857  |   0.8502  |               |              2.0369  |
|          |      5  |      1.0674  |     0.9072  |   0.8218  |               |              2.4132  |
|          |      6  |      1.0303  |     0.9326  |   0.8788  |               |              2.7877  |
|          |      7  |      0.9878  |     0.9512  |   0.8915  |               |              3.1632  |
|          |      8  |      0.9321  |     0.9844  |   0.9228  |               |              3.5382  |
|          |      9  |      0.9014  |     0.9951  |   0.9254  |               |              3.8834  |
|          |   eval  |      0.9014  |     0.9951  |   0.9254  |       0.9338  |              4.0520  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4131  |     0.7266  |   0.6575  |               |              0.4919  |
|          |      1  |      1.2783  |     0.7852  |   0.5798  |               |              0.8923  |
|          |      2  |      1.1631  |     0.8594  |   0.7681  |               |              1.2936  |
|          |      3  |      1.1514  |     0.8584  |   0.8021  |               |              1.6688  |
|          |      4  |      1.1182  |     0.8877  |   0.8484  |               |              2.0437  |
|          |      5  |      1.0928  |     0.8877  |   0.8665  |               |              2.4188  |
|          |      6  |      1.0234  |     0.9336  |   0.8804  |               |              2.7930  |
|          |      7  |      0.9746  |     0.9609  |   0.9052  |               |              3.1682  |
|          |      8  |      0.9316  |     0.9775  |   0.9185  |               |              3.5431  |
|          |      9  |      0.8970  |     0.9980  |   0.9246  |               |              3.8874  |
|          |   eval  |      0.8970  |     0.9980  |   0.9246  |       0.9356  |              4.0553  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4092  |     0.7090  |   0.6477  |               |              0.4809  |
|          |      1  |      1.3232  |     0.7646  |   0.4823  |               |              0.8820  |
|          |      2  |      1.1875  |     0.8418  |   0.7581  |               |              1.2820  |
|          |      3  |      1.1445  |     0.8564  |   0.8373  |               |              1.6579  |
|          |      4  |      1.0928  |     0.8975  |   0.8584  |               |              2.0328  |
|          |      5  |      1.0742  |     0.9072  |   0.8427  |               |              2.4080  |
|          |      6  |      1.0166  |     0.9434  |   0.8812  |               |              2.7828  |
|          |      7  |      0.9824  |     0.9502  |   0.9002  |               |              3.1583  |
|          |      8  |      0.9287  |     0.9824  |   0.9192  |               |              3.5347  |
|          |      9  |      0.8970  |     0.9980  |   0.9244  |               |              3.8800  |
|          |   eval  |      0.8970  |     0.9980  |   0.9244  |       0.9348  |              4.0484  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.3984  |     0.7178  |   0.7125  |               |              0.4892  |
|          |      1  |      1.2393  |     0.8311  |   0.6863  |               |              0.8899  |
|          |      2  |      1.1816  |     0.8477  |   0.8203  |               |              1.2915  |
|          |      3  |      1.1660  |     0.8447  |   0.8067  |               |              1.6677  |
|          |      4  |      1.1523  |     0.8555  |   0.8226  |               |              2.0434  |
|          |      5  |      1.0684  |     0.9072  |   0.8763  |               |              2.4184  |
|          |      6  |      1.0137  |     0.9443  |   0.8954  |               |              2.7933  |
|          |      7  |      0.9863  |     0.9580  |   0.8971  |               |              3.1691  |
|          |      8  |      0.9248  |     0.9854  |   0.9201  |               |              3.5444  |
|          |      9  |      0.8979  |     0.9971  |   0.9275  |               |              3.8885  |
|          |   eval  |      0.8979  |     0.9971  |   0.9275  |       0.9364  |              4.0569  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4033  |     0.7305  |   0.6827  |               |              0.4899  |
|          |      1  |      1.2383  |     0.8330  |   0.7817  |               |              0.8905  |
|          |      2  |      1.1562  |     0.8584  |   0.8226  |               |              1.2922  |
|          |      3  |      1.1455  |     0.8613  |   0.8079  |               |              1.6679  |
|          |      4  |      1.1211  |     0.8770  |   0.8309  |               |              2.0431  |
|          |      5  |      1.0801  |     0.8965  |   0.8656  |               |              2.4180  |
|          |      6  |      1.0400  |     0.9248  |   0.8965  |               |              2.7925  |
|          |      7  |      0.9814  |     0.9619  |   0.8974  |               |              3.1681  |
|          |      8  |      0.9282  |     0.9863  |   0.9210  |               |              3.5422  |
|          |      9  |      0.9009  |     0.9932  |   0.9264  |               |              3.8869  |
|          |   eval  |      0.9009  |     0.9932  |   0.9264  |       0.9366  |              4.0564  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4121  |     0.7275  |   0.6354  |               |              0.4871  |
|          |      1  |      1.2920  |     0.7861  |   0.5836  |               |              0.8873  |
|          |      2  |      1.2207  |     0.8193  |   0.6891  |               |              1.2883  |
|          |      3  |      1.1465  |     0.8711  |   0.8432  |               |              1.6642  |
|          |      4  |      1.0771  |     0.9102  |   0.8643  |               |              2.0401  |
|          |      5  |      1.0771  |     0.9062  |   0.8381  |               |              2.4153  |
|          |      6  |      1.0166  |     0.9395  |   0.8990  |               |              2.7899  |
|          |      7  |      0.9868  |     0.9580  |   0.8906  |               |              3.1659  |
|          |      8  |      0.9326  |     0.9824  |   0.9220  |               |              3.5407  |
|          |      9  |      0.8960  |     0.9980  |   0.9289  |               |              3.8866  |
|          |   eval  |      0.8960  |     0.9980  |   0.9289  |       0.9378  |              4.0548  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4453  |     0.7070  |   0.6943  |               |              0.4896  |
|          |      1  |      1.2568  |     0.8115  |   0.7438  |               |              0.8901  |
|          |      2  |      1.1719  |     0.8594  |   0.7668  |               |              1.2907  |
|          |      3  |      1.1494  |     0.8652  |   0.8413  |               |              1.6658  |
|          |      4  |      1.1260  |     0.8691  |   0.8686  |               |              2.0400  |
|          |      5  |      1.0771  |     0.8975  |   0.8474  |               |              2.4157  |
|          |      6  |      1.0176  |     0.9346  |   0.8826  |               |              2.7909  |
|          |      7  |      0.9990  |     0.9375  |   0.9038  |               |              3.1658  |
|          |      8  |      0.9258  |     0.9912  |   0.9212  |               |              3.5408  |
|          |      9  |      0.9038  |     0.9941  |   0.9275  |               |              3.8856  |
|          |   eval  |      0.9038  |     0.9941  |   0.9275  |       0.9368  |              4.0550  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4268  |     0.7080  |   0.6358  |               |              0.4933  |
|          |      1  |      1.2891  |     0.7939  |   0.7842  |               |              0.8936  |
|          |      2  |      1.2070  |     0.8398  |   0.6963  |               |              1.2947  |
|          |      3  |      1.1182  |     0.8828  |   0.7814  |               |              1.6701  |
|          |      4  |      1.1143  |     0.8857  |   0.8543  |               |              2.0446  |
|          |      5  |      1.0791  |     0.9053  |   0.8673  |               |              2.4199  |
|          |      6  |      1.0146  |     0.9414  |   0.8916  |               |              2.7943  |
|          |      7  |      0.9917  |     0.9541  |   0.8893  |               |              3.1695  |
|          |      8  |      0.9287  |     0.9873  |   0.9216  |               |              3.5443  |
|          |      9  |      0.9019  |     0.9971  |   0.9281  |               |              3.8883  |
|          |   eval  |      0.9019  |     0.9971  |   0.9281  |       0.9370  |              4.0580  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.3945  |     0.7275  |   0.6589  |               |              0.4892  |
|          |      1  |      1.2178  |     0.8389  |   0.7385  |               |              0.8900  |
|          |      2  |      1.2051  |     0.8340  |   0.7935  |               |              1.2911  |
|          |      3  |      1.1445  |     0.8623  |   0.8328  |               |              1.6694  |
|          |      4  |      1.1260  |     0.8740  |   0.8490  |               |              2.0447  |
|          |      5  |      1.0928  |     0.8926  |   0.8499  |               |              2.4200  |
|          |      6  |      1.0459  |     0.9199  |   0.8713  |               |              2.7946  |
|          |      7  |      0.9941  |     0.9482  |   0.9008  |               |              3.1701  |
|          |      8  |      0.9282  |     0.9873  |   0.9187  |               |              3.5446  |
|          |      9  |      0.8999  |     0.9971  |   0.9274  |               |              3.8902  |
|          |   eval  |      0.8999  |     0.9971  |   0.9274  |       0.9365  |              4.0596  |
------------------------------------------------------------------------------------------------------
Mean: 0.9365    Std: 0.0014
/workspace/ese-3060-finalproject/logs/8bf40fb7-6dec-4a2c-9e12-d9f2fe84ee4e/log.pt
