------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      9  |      0.9414  |     0.9785  |   0.9332  |               |              3.8677  |
|          |   eval  |      0.9414  |     0.9785  |   0.9332  |       0.9406  |              4.0369  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4541  |     0.7051  |   0.7054  |               |              0.5004  |
|          |      1  |      1.2891  |     0.7910  |   0.7427  |               |              0.9125  |
|          |      2  |      1.1982  |     0.8408  |   0.7866  |               |              1.3254  |
|          |      3  |      1.1924  |     0.8340  |   0.7325  |               |              1.7049  |
|          |      4  |      1.1484  |     0.8613  |   0.8245  |               |              2.0842  |
|          |      5  |      1.0840  |     0.8975  |   0.8793  |               |              2.4650  |
|          |      6  |      1.0303  |     0.9346  |   0.8802  |               |              2.8450  |
|          |      7  |      1.0254  |     0.9326  |   0.9048  |               |              3.2253  |
|          |      8  |      0.9688  |     0.9658  |   0.9239  |               |              3.6039  |
|          |      9  |      0.9404  |     0.9795  |   0.9334  |               |              3.9528  |
|          |   eval  |      0.9404  |     0.9795  |   0.9334  |       0.9396  |              4.1211  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4121  |     0.7256  |   0.6628  |               |              0.5020  |
|          |      1  |      1.2900  |     0.7803  |   0.7640  |               |              0.9151  |
|          |      2  |      1.1787  |     0.8516  |   0.8043  |               |              1.3302  |
|          |      3  |      1.1748  |     0.8516  |   0.7986  |               |              1.7115  |
|          |      4  |      1.1152  |     0.8857  |   0.8567  |               |              2.0908  |
|          |      5  |      1.1064  |     0.8857  |   0.8504  |               |              2.4706  |
|          |      6  |      1.0586  |     0.9092  |   0.8760  |               |              2.8494  |
|          |      7  |      1.0205  |     0.9287  |   0.8967  |               |              3.2289  |
|          |      8  |      0.9697  |     0.9580  |   0.9240  |               |              3.6095  |
|          |      9  |      0.9380  |     0.9785  |   0.9306  |               |              3.9584  |
|          |   eval  |      0.9380  |     0.9785  |   0.9306  |       0.9389  |              4.1269  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4102  |     0.7236  |   0.6595  |               |              0.5012  |
|          |      1  |      1.2471  |     0.8291  |   0.7590  |               |              0.9148  |
|          |      2  |      1.2090  |     0.8223  |   0.7935  |               |              1.3287  |
|          |      3  |      1.1680  |     0.8516  |   0.7930  |               |              1.7093  |
|          |      4  |      1.1338  |     0.8662  |   0.8539  |               |              2.0893  |
|          |      5  |      1.1172  |     0.8828  |   0.8623  |               |              2.4688  |
|          |      6  |      1.0410  |     0.9297  |   0.8777  |               |              2.8478  |
|          |      7  |      0.9922  |     0.9580  |   0.9015  |               |              3.2276  |
|          |      8  |      0.9741  |     0.9512  |   0.9207  |               |              3.6076  |
|          |      9  |      0.9517  |     0.9717  |   0.9317  |               |              3.9564  |
|          |   eval  |      0.9517  |     0.9717  |   0.9317  |       0.9388  |              4.1248  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4170  |     0.7275  |   0.6898  |               |              0.5013  |
|          |      1  |      1.2979  |     0.7930  |   0.6559  |               |              0.9148  |
|          |      2  |      1.2129  |     0.8330  |   0.7384  |               |              1.3286  |
|          |      3  |      1.1406  |     0.8633  |   0.8324  |               |              1.7095  |
|          |      4  |      1.1191  |     0.8770  |   0.8320  |               |              2.0880  |
|          |      5  |      1.1133  |     0.8838  |   0.8552  |               |              2.4675  |
|          |      6  |      1.0400  |     0.9238  |   0.8879  |               |              2.8474  |
|          |      7  |      0.9971  |     0.9570  |   0.8970  |               |              3.2279  |
|          |      8  |      0.9653  |     0.9551  |   0.9201  |               |              3.6072  |
|          |      9  |      0.9424  |     0.9805  |   0.9326  |               |              3.9562  |
|          |   eval  |      0.9424  |     0.9805  |   0.9326  |       0.9384  |              4.1248  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4014  |     0.7168  |   0.6847  |               |              0.4172  |
|          |      1  |      1.2617  |     0.8008  |   0.7548  |               |              0.8307  |
|          |      2  |      1.1982  |     0.8418  |   0.7867  |               |              1.2455  |
|          |      3  |      1.1572  |     0.8652  |   0.7992  |               |              1.6269  |
|          |      4  |      1.1270  |     0.8848  |   0.8686  |               |              2.0070  |
|          |      5  |      1.0850  |     0.9023  |   0.8741  |               |              2.3868  |
|          |      6  |      1.0371  |     0.9287  |   0.8918  |               |              2.7660  |
|          |      7  |      1.0049  |     0.9385  |   0.9023  |               |              3.1464  |
|          |      8  |      0.9634  |     0.9688  |   0.9268  |               |              3.5270  |
|          |      9  |      0.9419  |     0.9766  |   0.9318  |               |              3.8762  |
|          |   eval  |      0.9419  |     0.9766  |   0.9318  |       0.9402  |              4.0450  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4209  |     0.7236  |   0.6857  |               |              0.5063  |
|          |      1  |      1.2793  |     0.7939  |   0.6598  |               |              0.9190  |
|          |      2  |      1.2012  |     0.8369  |   0.7367  |               |              1.3329  |
|          |      3  |      1.1387  |     0.8730  |   0.7904  |               |              1.7141  |
|          |      4  |      1.1104  |     0.8838  |   0.7902  |               |              2.0945  |
|          |      5  |      1.0957  |     0.8936  |   0.8656  |               |              2.4738  |
|          |      6  |      1.0557  |     0.9150  |   0.8914  |               |              2.8528  |
|          |      7  |      1.0186  |     0.9385  |   0.8878  |               |              3.2335  |
|          |      8  |      0.9600  |     0.9707  |   0.9220  |               |              3.6135  |
|          |      9  |      0.9346  |     0.9814  |   0.9312  |               |              3.9626  |
|          |   eval  |      0.9346  |     0.9814  |   0.9312  |       0.9388  |              4.1310  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4541  |     0.6953  |   0.6895  |               |              0.4183  |
|          |      1  |      1.2354  |     0.8301  |   0.7477  |               |              0.8305  |
|          |      2  |      1.2227  |     0.8242  |   0.7127  |               |              1.2434  |
|          |      3  |      1.1758  |     0.8408  |   0.8297  |               |              1.6233  |
|          |      4  |      1.1172  |     0.8770  |   0.8628  |               |              2.0024  |
|          |      5  |      1.0967  |     0.8848  |   0.8478  |               |              2.3824  |
|          |      6  |      1.0576  |     0.9150  |   0.8945  |               |              2.7632  |
|          |      7  |      1.0059  |     0.9443  |   0.9100  |               |              3.1431  |
|          |      8  |      0.9829  |     0.9492  |   0.9192  |               |              3.5228  |
|          |      9  |      0.9409  |     0.9785  |   0.9313  |               |              3.8714  |
|          |   eval  |      0.9409  |     0.9785  |   0.9313  |       0.9404  |              4.0406  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4043  |     0.7256  |   0.5653  |               |              0.4171  |
|          |      1  |      1.2900  |     0.7861  |   0.7099  |               |              0.8297  |
|          |      2  |      1.1924  |     0.8418  |   0.6878  |               |              1.2431  |
|          |      3  |      1.1699  |     0.8457  |   0.7984  |               |              1.6232  |
|          |      4  |      1.1436  |     0.8730  |   0.8233  |               |              2.0032  |
|          |      5  |      1.0674  |     0.9131  |   0.8626  |               |              2.3842  |
|          |      6  |      1.0352  |     0.9238  |   0.8873  |               |              2.7637  |
|          |      7  |      1.0225  |     0.9336  |   0.9018  |               |              3.1434  |
|          |      8  |      0.9658  |     0.9619  |   0.9206  |               |              3.5230  |
|          |      9  |      0.9424  |     0.9756  |   0.9343  |               |              3.8726  |
|          |   eval  |      0.9424  |     0.9756  |   0.9343  |       0.9389  |              4.0416  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4785  |     0.6689  |   0.6075  |               |              0.4171  |
|          |      1  |      1.2812  |     0.7969  |   0.7266  |               |              0.8306  |
|          |      2  |      1.1855  |     0.8496  |   0.8111  |               |              1.2452  |
|          |      3  |      1.1543  |     0.8730  |   0.8055  |               |              1.6253  |
|          |      4  |      1.1143  |     0.8916  |   0.8544  |               |              2.0059  |
|          |      5  |      1.0947  |     0.8936  |   0.8595  |               |              2.3870  |
|          |      6  |      1.0674  |     0.9102  |   0.8929  |               |              2.7664  |
|          |      7  |      1.0293  |     0.9316  |   0.8928  |               |              3.1467  |
|          |      8  |      0.9863  |     0.9521  |   0.9216  |               |              3.5272  |
|          |      9  |      0.9468  |     0.9775  |   0.9336  |               |              3.8766  |
|          |   eval  |      0.9468  |     0.9775  |   0.9336  |       0.9390  |              4.0450  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.3945  |     0.7354  |   0.6558  |               |              0.4986  |
|          |      1  |      1.3115  |     0.7803  |   0.7541  |               |              0.9116  |
|          |      2  |      1.1963  |     0.8555  |   0.8326  |               |              1.3256  |
|          |      3  |      1.1562  |     0.8594  |   0.7698  |               |              1.7057  |
|          |      4  |      1.1641  |     0.8428  |   0.8456  |               |              2.0864  |
|          |      5  |      1.0986  |     0.8955  |   0.8315  |               |              2.4675  |
|          |      6  |      1.0361  |     0.9258  |   0.8293  |               |              2.8477  |
|          |      7  |      1.0264  |     0.9258  |   0.9064  |               |              3.2274  |
|          |      8  |      0.9800  |     0.9609  |   0.9196  |               |              3.6069  |
|          |      9  |      0.9336  |     0.9795  |   0.9317  |               |              3.9574  |
|          |   eval  |      0.9336  |     0.9795  |   0.9317  |       0.9413  |              4.1265  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4844  |     0.6846  |   0.6926  |               |              0.4174  |
|          |      1  |      1.2715  |     0.7910  |   0.7415  |               |              0.8307  |
|          |      2  |      1.2090  |     0.8262  |   0.8007  |               |              1.2435  |
|          |      3  |      1.1768  |     0.8506  |   0.7433  |               |              1.6236  |
|          |      4  |      1.1592  |     0.8496  |   0.8568  |               |              2.0027  |
|          |      5  |      1.0918  |     0.8975  |   0.8513  |               |              2.3842  |
|          |      6  |      1.0547  |     0.9141  |   0.8905  |               |              2.7645  |
|          |      7  |      1.0098  |     0.9414  |   0.9036  |               |              3.1446  |
|          |      8  |      0.9839  |     0.9512  |   0.9214  |               |              3.5249  |
|          |      9  |      0.9443  |     0.9805  |   0.9325  |               |              3.8749  |
|          |   eval  |      0.9443  |     0.9805  |   0.9325  |       0.9400  |              4.0432  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4375  |     0.6992  |   0.6518  |               |              0.5100  |
|          |      1  |      1.3057  |     0.7773  |   0.6589  |               |              0.9222  |
|          |      2  |      1.1748  |     0.8506  |   0.8205  |               |              1.3353  |
|          |      3  |      1.1758  |     0.8545  |   0.7738  |               |              1.7155  |
|          |      4  |      1.1387  |     0.8623  |   0.8519  |               |              2.0952  |
|          |      5  |      1.0908  |     0.8848  |   0.8481  |               |              2.4761  |
|          |      6  |      1.0615  |     0.9121  |   0.8776  |               |              2.8568  |
|          |      7  |      1.0312  |     0.9258  |   0.9002  |               |              3.2366  |
|          |      8  |      0.9800  |     0.9590  |   0.9202  |               |              3.6161  |
|          |      9  |      0.9409  |     0.9756  |   0.9352  |               |              3.9672  |
|          |   eval  |      0.9409  |     0.9756  |   0.9352  |       0.9389  |              4.1362  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4180  |     0.7266  |   0.6474  |               |              0.5058  |
|          |      1  |      1.2568  |     0.8027  |   0.6841  |               |              0.9193  |
|          |      2  |      1.1865  |     0.8604  |   0.8126  |               |              1.3327  |
|          |      3  |      1.1445  |     0.8691  |   0.8366  |               |              1.7135  |
|          |      4  |      1.1475  |     0.8701  |   0.8300  |               |              2.0932  |
|          |      5  |      1.0742  |     0.9092  |   0.8651  |               |              2.4730  |
|          |      6  |      1.0518  |     0.9092  |   0.8779  |               |              2.8520  |
|          |      7  |      1.0098  |     0.9414  |   0.8866  |               |              3.2331  |
|          |      8  |      0.9658  |     0.9648  |   0.9237  |               |              3.6137  |
|          |      9  |      0.9409  |     0.9766  |   0.9323  |               |              3.9628  |
|          |   eval  |      0.9409  |     0.9766  |   0.9323  |       0.9404  |              4.1314  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4111  |     0.7275  |   0.6900  |               |              0.5063  |
|          |      1  |      1.2344  |     0.8203  |   0.7845  |               |              0.9192  |
|          |      2  |      1.1846  |     0.8379  |   0.7799  |               |              1.3327  |
|          |      3  |      1.1553  |     0.8623  |   0.7454  |               |              1.7135  |
|          |      4  |      1.1123  |     0.8760  |   0.8467  |               |              2.0940  |
|          |      5  |      1.0801  |     0.9004  |   0.8635  |               |              2.4743  |
|          |      6  |      1.0254  |     0.9268  |   0.8823  |               |              2.8548  |
|          |      7  |      1.0156  |     0.9336  |   0.9061  |               |              3.2351  |
|          |      8  |      0.9702  |     0.9619  |   0.9224  |               |              3.6145  |
|          |      9  |      0.9409  |     0.9766  |   0.9329  |               |              3.9640  |
|          |   eval  |      0.9409  |     0.9766  |   0.9329  |       0.9404  |              4.1334  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4414  |     0.6973  |   0.6527  |               |              0.5035  |
|          |      1  |      1.2490  |     0.8086  |   0.7767  |               |              0.9167  |
|          |      2  |      1.1924  |     0.8359  |   0.7200  |               |              1.3300  |
|          |      3  |      1.1797  |     0.8428  |   0.8063  |               |              1.7110  |
|          |      4  |      1.1123  |     0.8789  |   0.8511  |               |              2.0899  |
|          |      5  |      1.1162  |     0.8799  |   0.8248  |               |              2.4699  |
|          |      6  |      1.0195  |     0.9375  |   0.8776  |               |              2.8500  |
|          |      7  |      1.0137  |     0.9375  |   0.9061  |               |              3.2307  |
|          |      8  |      0.9731  |     0.9600  |   0.9207  |               |              3.6107  |
|          |      9  |      0.9287  |     0.9883  |   0.9341  |               |              3.9594  |
|          |   eval  |      0.9287  |     0.9883  |   0.9341  |       0.9394  |              4.1282  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4219  |     0.7070  |   0.6506  |               |              0.4165  |
|          |      1  |      1.2520  |     0.8154  |   0.7669  |               |              0.8311  |
|          |      2  |      1.2158  |     0.8301  |   0.8117  |               |              1.2463  |
|          |      3  |      1.1455  |     0.8750  |   0.8391  |               |              1.6274  |
|          |      4  |      1.1338  |     0.8701  |   0.8432  |               |              2.0087  |
|          |      5  |      1.0986  |     0.8926  |   0.8413  |               |              2.3881  |
|          |      6  |      1.0752  |     0.8984  |   0.8861  |               |              2.7675  |
|          |      7  |      1.0244  |     0.9297  |   0.8942  |               |              3.1484  |
|          |      8  |      0.9648  |     0.9688  |   0.9211  |               |              3.5290  |
|          |      9  |      0.9346  |     0.9795  |   0.9332  |               |              3.8782  |
|          |   eval  |      0.9346  |     0.9795  |   0.9332  |       0.9415  |              4.0470  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4531  |     0.6836  |   0.6356  |               |              0.5060  |
|          |      1  |      1.2900  |     0.7891  |   0.6829  |               |              0.9192  |
|          |      2  |      1.1924  |     0.8350  |   0.8150  |               |              1.3339  |
|          |      3  |      1.1699  |     0.8555  |   0.8144  |               |              1.7152  |
|          |      4  |      1.1572  |     0.8564  |   0.8564  |               |              2.0947  |
|          |      5  |      1.0996  |     0.8887  |   0.8322  |               |              2.4750  |
|          |      6  |      1.0449  |     0.9199  |   0.8731  |               |              2.8542  |
|          |      7  |      1.0312  |     0.9336  |   0.8965  |               |              3.2353  |
|          |      8  |      0.9619  |     0.9609  |   0.9239  |               |              3.6152  |
|          |      9  |      0.9409  |     0.9814  |   0.9291  |               |              3.9638  |
|          |   eval  |      0.9409  |     0.9814  |   0.9291  |       0.9409  |              4.1335  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4502  |     0.7070  |   0.6424  |               |              0.5026  |
|          |      1  |      1.2588  |     0.8037  |   0.7139  |               |              0.9166  |
|          |      2  |      1.2100  |     0.8271  |   0.7602  |               |              1.3307  |
|          |      3  |      1.1396  |     0.8652  |   0.7762  |               |              1.7119  |
|          |      4  |      1.0986  |     0.8848  |   0.8696  |               |              2.0916  |
|          |      5  |      1.0928  |     0.8896  |   0.8650  |               |              2.4716  |
|          |      6  |      1.0430  |     0.9248  |   0.8837  |               |              2.8510  |
|          |      7  |      1.0000  |     0.9434  |   0.9032  |               |              3.2320  |
|          |      8  |      0.9692  |     0.9580  |   0.9237  |               |              3.6121  |
|          |      9  |      0.9497  |     0.9756  |   0.9320  |               |              3.9611  |
|          |   eval  |      0.9497  |     0.9756  |   0.9320  |       0.9401  |              4.1301  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.3936  |     0.7354  |   0.6377  |               |              0.4175  |
|          |      1  |      1.2363  |     0.8203  |   0.7668  |               |              0.8313  |
|          |      2  |      1.1826  |     0.8545  |   0.8110  |               |              1.2453  |
|          |      3  |      1.1514  |     0.8672  |   0.8114  |               |              1.6256  |
|          |      4  |      1.1436  |     0.8740  |   0.8648  |               |              2.0063  |
|          |      5  |      1.1006  |     0.8965  |   0.8598  |               |              2.3874  |
|          |      6  |      1.0498  |     0.9141  |   0.8932  |               |              2.7670  |
|          |      7  |      1.0312  |     0.9307  |   0.8979  |               |              3.1486  |
|          |      8  |      0.9604  |     0.9697  |   0.9183  |               |              3.5294  |
|          |      9  |      0.9482  |     0.9717  |   0.9307  |               |              3.8782  |
|          |   eval  |      0.9482  |     0.9717  |   0.9307  |       0.9401  |              4.0483  |
------------------------------------------------------------------------------------------------------
Mean: 0.9398    Std: 0.0009
/workspace/ese-3060-finalproject/logs/c0a0dd4f-143f-4047-b522-1bc732adffa2/log.pt
