------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|       2  |      0  |      1.4336  |     0.7080  |   0.6257  |               |              0.5093  |
|          |      1  |      1.2744  |     0.8027  |   0.7501  |               |              0.9215  |
|          |      2  |      1.2041  |     0.8428  |   0.7787  |               |              1.3352  |
|          |      3  |      1.1592  |     0.8594  |   0.7818  |               |              1.7165  |
|          |      4  |      1.1113  |     0.8896  |   0.8336  |               |              2.0955  |
|          |      5  |      1.0713  |     0.9111  |   0.8619  |               |              2.4752  |
|          |      6  |      1.0264  |     0.9326  |   0.8818  |               |              2.8540  |
|          |      7  |      1.0205  |     0.9316  |   0.8961  |               |              3.2335  |
|          |      8  |      0.9658  |     0.9609  |   0.9240  |               |              3.6142  |
|          |      9  |      0.9395  |     0.9756  |   0.9321  |               |              3.9629  |
|          |   eval  |      0.9395  |     0.9756  |   0.9321  |       0.9399  |              4.1309  |
------------------------------------------------------------------------------------------------------
|       3  |      0  |      1.4541  |     0.7002  |   0.6448  |               |              0.4154  |
|          |      1  |      1.2773  |     0.7939  |   0.4044  |               |              0.8289  |
|          |      2  |      1.1846  |     0.8525  |   0.6973  |               |              1.2421  |
|          |      3  |      1.1797  |     0.8379  |   0.8063  |               |              1.6227  |
|          |      4  |      1.1182  |     0.8760  |   0.8556  |               |              2.0021  |
|          |      5  |      1.1270  |     0.8779  |   0.8582  |               |              2.3813  |
|          |      6  |      1.0449  |     0.9258  |   0.8905  |               |              2.7608  |
|          |      7  |      1.0234  |     0.9307  |   0.9011  |               |              3.1414  |
|          |      8  |      0.9707  |     0.9600  |   0.9220  |               |              3.5212  |
|          |      9  |      0.9326  |     0.9814  |   0.9333  |               |              3.8701  |
|          |   eval  |      0.9326  |     0.9814  |   0.9333  |       0.9418  |              4.0381  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4629  |     0.6807  |   0.6256  |               |              0.4165  |
|          |      1  |      1.2607  |     0.8125  |   0.7630  |               |              0.8289  |
|          |      2  |      1.2178  |     0.8184  |   0.7963  |               |              1.2418  |
|          |      3  |      1.1445  |     0.8613  |   0.7692  |               |              1.6222  |
|          |      4  |      1.1318  |     0.8701  |   0.8185  |               |              2.0011  |
|          |      5  |      1.0957  |     0.8916  |   0.8830  |               |              2.3817  |
|          |      6  |      1.0469  |     0.9180  |   0.8789  |               |              2.7623  |
|          |      7  |      1.0283  |     0.9277  |   0.8965  |               |              3.1425  |
|          |      8  |      0.9707  |     0.9648  |   0.9229  |               |              3.5211  |
|          |      9  |      0.9268  |     0.9844  |   0.9343  |               |              3.8712  |
|          |   eval  |      0.9268  |     0.9844  |   0.9343  |       0.9412  |              4.0394  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4316  |     0.7100  |   0.6922  |               |              0.5056  |
|          |      1  |      1.2266  |     0.8369  |   0.7223  |               |              0.9191  |
|          |      2  |      1.2002  |     0.8398  |   0.7453  |               |              1.3319  |
|          |      3  |      1.1523  |     0.8652  |   0.7529  |               |              1.7119  |
|          |      4  |      1.1104  |     0.8896  |   0.8514  |               |              2.0919  |
|          |      5  |      1.0635  |     0.9229  |   0.8703  |               |              2.4727  |
|          |      6  |      1.0479  |     0.9258  |   0.8530  |               |              2.8529  |
|          |      7  |      1.0107  |     0.9375  |   0.9067  |               |              3.2326  |
|          |      8  |      0.9849  |     0.9590  |   0.9187  |               |              3.6123  |
|          |      9  |      0.9448  |     0.9736  |   0.9342  |               |              3.9626  |
|          |   eval  |      0.9448  |     0.9736  |   0.9342  |       0.9386  |              4.1319  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4316  |     0.7256  |   0.6753  |               |              0.4152  |
|          |      1  |      1.2949  |     0.7842  |   0.7278  |               |              0.8293  |
|          |      2  |      1.2012  |     0.8301  |   0.7897  |               |              1.2435  |
|          |      3  |      1.1611  |     0.8545  |   0.8004  |               |              1.6244  |
|          |      4  |      1.1230  |     0.8779  |   0.8646  |               |              2.0044  |
|          |      5  |      1.0889  |     0.8896  |   0.8526  |               |              2.3837  |
|          |      6  |      1.0264  |     0.9297  |   0.8866  |               |              2.7629  |
|          |      7  |      1.0322  |     0.9277  |   0.9015  |               |              3.1462  |
|          |      8  |      0.9658  |     0.9727  |   0.9227  |               |              3.5262  |
|          |      9  |      0.9482  |     0.9766  |   0.9322  |               |              3.8753  |
|          |   eval  |      0.9482  |     0.9766  |   0.9322  |       0.9399  |              4.0436  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.3848  |     0.7432  |   0.6857  |               |              0.5058  |
|          |      1  |      1.2656  |     0.8135  |   0.7058  |               |              0.9194  |
|          |      2  |      1.2031  |     0.8359  |   0.8100  |               |              1.3322  |
|          |      3  |      1.1328  |     0.8789  |   0.7405  |               |              1.7133  |
|          |      4  |      1.1426  |     0.8574  |   0.8528  |               |              2.0937  |
|          |      5  |      1.0840  |     0.8975  |   0.8729  |               |              2.4739  |
|          |      6  |      1.0527  |     0.9160  |   0.8883  |               |              2.8531  |
|          |      7  |      1.0195  |     0.9268  |   0.8956  |               |              3.2345  |
|          |      8  |      0.9644  |     0.9570  |   0.9253  |               |              3.6150  |
|          |      9  |      0.9448  |     0.9717  |   0.9327  |               |              3.9644  |
|          |   eval  |      0.9448  |     0.9717  |   0.9327  |       0.9403  |              4.1343  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4072  |     0.7080  |   0.6710  |               |              0.5057  |
|          |      1  |      1.2568  |     0.8037  |   0.7655  |               |              0.9191  |
|          |      2  |      1.1670  |     0.8711  |   0.8276  |               |              1.3329  |
|          |      3  |      1.1611  |     0.8555  |   0.7818  |               |              1.7139  |
|          |      4  |      1.1045  |     0.8857  |   0.8640  |               |              2.0931  |
|          |      5  |      1.0957  |     0.8926  |   0.8157  |               |              2.4725  |
|          |      6  |      1.0459  |     0.9248  |   0.8925  |               |              2.8551  |
|          |      7  |      1.0078  |     0.9463  |   0.9117  |               |              3.2358  |
|          |      8  |      0.9727  |     0.9629  |   0.9231  |               |              3.6152  |
|          |      9  |      0.9302  |     0.9863  |   0.9336  |               |              3.9645  |
|          |   eval  |      0.9302  |     0.9863  |   0.9336  |       0.9421  |              4.1338  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4199  |     0.7256  |   0.7018  |               |              0.5051  |
|          |      1  |      1.2500  |     0.8125  |   0.7781  |               |              0.9177  |
|          |      2  |      1.2129  |     0.8301  |   0.7999  |               |              1.3316  |
|          |      3  |      1.1582  |     0.8545  |   0.8374  |               |              1.7125  |
|          |      4  |      1.1357  |     0.8662  |   0.8540  |               |              2.0924  |
|          |      5  |      1.1045  |     0.8857  |   0.8273  |               |              2.4735  |
|          |      6  |      1.0400  |     0.9297  |   0.8886  |               |              2.8537  |
|          |      7  |      1.0146  |     0.9395  |   0.9036  |               |              3.2339  |
|          |      8  |      0.9688  |     0.9678  |   0.9240  |               |              3.6138  |
|          |      9  |      0.9487  |     0.9688  |   0.9335  |               |              3.9642  |
|          |   eval  |      0.9487  |     0.9688  |   0.9335  |       0.9400  |              4.1339  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4199  |     0.7178  |   0.6842  |               |              0.5062  |
|          |      1  |      1.2236  |     0.8350  |   0.7667  |               |              0.9196  |
|          |      2  |      1.2041  |     0.8379  |   0.8078  |               |              1.3332  |
|          |      3  |      1.1689  |     0.8506  |   0.8291  |               |              1.7130  |
|          |      4  |      1.1201  |     0.8867  |   0.8530  |               |              2.0949  |
|          |      5  |      1.1035  |     0.8984  |   0.8612  |               |              2.4758  |
|          |      6  |      1.0439  |     0.9229  |   0.8656  |               |              2.8556  |
|          |      7  |      1.0156  |     0.9326  |   0.9119  |               |              3.2362  |
|          |      8  |      0.9712  |     0.9590  |   0.9231  |               |              3.6177  |
|          |      9  |      0.9478  |     0.9775  |   0.9313  |               |              3.9667  |
|          |   eval  |      0.9478  |     0.9775  |   0.9313  |       0.9401  |              4.1362  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4385  |     0.6982  |   0.5553  |               |              0.5035  |
|          |      1  |      1.3008  |     0.7793  |   0.7476  |               |              0.9175  |
|          |      2  |      1.1963  |     0.8457  |   0.7459  |               |              1.3318  |
|          |      3  |      1.1709  |     0.8506  |   0.8040  |               |              1.7139  |
|          |      4  |      1.1172  |     0.8789  |   0.8131  |               |              2.0962  |
|          |      5  |      1.0869  |     0.8916  |   0.8667  |               |              2.4759  |
|          |      6  |      1.0381  |     0.9238  |   0.8832  |               |              2.8577  |
|          |      7  |      1.0264  |     0.9297  |   0.8996  |               |              3.2389  |
|          |      8  |      0.9658  |     0.9619  |   0.9241  |               |              3.6194  |
|          |      9  |      0.9399  |     0.9795  |   0.9357  |               |              3.9702  |
|          |   eval  |      0.9399  |     0.9795  |   0.9357  |       0.9388  |              4.1394  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4502  |     0.6885  |   0.6180  |               |              0.4169  |
|          |      1  |      1.2529  |     0.8047  |   0.6709  |               |              0.8296  |
|          |      2  |      1.1914  |     0.8379  |   0.7794  |               |              1.2430  |
|          |      3  |      1.1572  |     0.8633  |   0.7995  |               |              1.6235  |
|          |      4  |      1.1338  |     0.8730  |   0.8358  |               |              2.0032  |
|          |      5  |      1.0938  |     0.8975  |   0.8636  |               |              2.3839  |
|          |      6  |      1.0449  |     0.9180  |   0.8942  |               |              2.7643  |
|          |      7  |      1.0273  |     0.9268  |   0.8982  |               |              3.1448  |
|          |      8  |      0.9604  |     0.9678  |   0.9214  |               |              3.5240  |
|          |      9  |      0.9395  |     0.9766  |   0.9338  |               |              3.8737  |
|          |   eval  |      0.9395  |     0.9766  |   0.9338  |       0.9403  |              4.0435  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4170  |     0.7109  |   0.7078  |               |              0.4176  |
|          |      1  |      1.2979  |     0.7852  |   0.7669  |               |              0.8322  |
|          |      2  |      1.2217  |     0.8203  |   0.7769  |               |              1.2469  |
|          |      3  |      1.1699  |     0.8496  |   0.8274  |               |              1.6281  |
|          |      4  |      1.0986  |     0.9053  |   0.8531  |               |              2.0085  |
|          |      5  |      1.0771  |     0.9131  |   0.8188  |               |              2.3888  |
|          |      6  |      1.0479  |     0.9199  |   0.8933  |               |              2.7685  |
|          |      7  |      1.0088  |     0.9326  |   0.8962  |               |              3.1500  |
|          |      8  |      0.9717  |     0.9668  |   0.9238  |               |              3.5300  |
|          |      9  |      0.9380  |     0.9805  |   0.9326  |               |              3.8793  |
|          |   eval  |      0.9380  |     0.9805  |   0.9326  |       0.9389  |              4.0490  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4229  |     0.7168  |   0.7126  |               |              0.5064  |
|          |      1  |      1.2598  |     0.8213  |   0.6500  |               |              0.9202  |
|          |      2  |      1.1797  |     0.8564  |   0.8307  |               |              1.3354  |
|          |      3  |      1.1621  |     0.8545  |   0.8178  |               |              1.7168  |
|          |      4  |      1.1357  |     0.8760  |   0.8259  |               |              2.0962  |
|          |      5  |      1.1084  |     0.8779  |   0.8593  |               |              2.4770  |
|          |      6  |      1.0322  |     0.9336  |   0.8947  |               |              2.8580  |
|          |      7  |      1.0195  |     0.9346  |   0.9036  |               |              3.2389  |
|          |      8  |      0.9707  |     0.9609  |   0.9221  |               |              3.6191  |
|          |      9  |      0.9438  |     0.9775  |   0.9317  |               |              3.9684  |
|          |   eval  |      0.9438  |     0.9775  |   0.9317  |       0.9399  |              4.1384  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4111  |     0.7139  |   0.6068  |               |              0.5040  |
|          |      1  |      1.2734  |     0.8018  |   0.6936  |               |              0.9178  |
|          |      2  |      1.2256  |     0.8252  |   0.7336  |               |              1.3327  |
|          |      3  |      1.1855  |     0.8379  |   0.8044  |               |              1.7138  |
|          |      4  |      1.1104  |     0.8838  |   0.8634  |               |              2.0938  |
|          |      5  |      1.1074  |     0.8906  |   0.8562  |               |              2.4734  |
|          |      6  |      1.0615  |     0.9062  |   0.8885  |               |              2.8541  |
|          |      7  |      1.0098  |     0.9463  |   0.8755  |               |              3.2351  |
|          |      8  |      0.9731  |     0.9580  |   0.9214  |               |              3.6150  |
|          |      9  |      0.9517  |     0.9717  |   0.9327  |               |              3.9642  |
|          |   eval  |      0.9517  |     0.9717  |   0.9327  |       0.9418  |              4.1340  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4287  |     0.7236  |   0.6591  |               |              0.4174  |
|          |      1  |      1.2832  |     0.7998  |   0.7407  |               |              0.8316  |
|          |      2  |      1.1875  |     0.8545  |   0.8152  |               |              1.2464  |
|          |      3  |      1.1592  |     0.8643  |   0.7983  |               |              1.6281  |
|          |      4  |      1.1689  |     0.8447  |   0.8253  |               |              2.0088  |
|          |      5  |      1.0918  |     0.8916  |   0.8660  |               |              2.3891  |
|          |      6  |      1.0566  |     0.9111  |   0.8865  |               |              2.7683  |
|          |      7  |      1.0098  |     0.9453  |   0.8949  |               |              3.1502  |
|          |      8  |      0.9795  |     0.9561  |   0.9208  |               |              3.5306  |
|          |      9  |      0.9512  |     0.9668  |   0.9332  |               |              3.8798  |
|          |   eval  |      0.9512  |     0.9668  |   0.9332  |       0.9390  |              4.0499  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4502  |     0.7021  |   0.6095  |               |              0.5014  |
|          |      1  |      1.2959  |     0.7891  |   0.7890  |               |              0.9149  |
|          |      2  |      1.1904  |     0.8398  |   0.8028  |               |              1.3299  |
|          |      3  |      1.1660  |     0.8604  |   0.8360  |               |              1.7106  |
|          |      4  |      1.1572  |     0.8535  |   0.8279  |               |              2.0900  |
|          |      5  |      1.1035  |     0.8896  |   0.8626  |               |              2.4709  |
|          |      6  |      1.0664  |     0.9131  |   0.8795  |               |              2.8512  |
|          |      7  |      1.0381  |     0.9229  |   0.8919  |               |              3.2314  |
|          |      8  |      0.9790  |     0.9580  |   0.9209  |               |              3.6136  |
|          |      9  |      0.9370  |     0.9824  |   0.9336  |               |              3.9638  |
|          |   eval  |      0.9370  |     0.9824  |   0.9336  |       0.9423  |              4.1336  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4443  |     0.6816  |   0.6530  |               |              0.5001  |
|          |      1  |      1.2705  |     0.8076  |   0.7319  |               |              0.9149  |
|          |      2  |      1.1846  |     0.8506  |   0.7783  |               |              1.3298  |
|          |      3  |      1.1738  |     0.8320  |   0.8176  |               |              1.7109  |
|          |      4  |      1.1357  |     0.8662  |   0.8268  |               |              2.0949  |
|          |      5  |      1.0908  |     0.8926  |   0.8596  |               |              2.4767  |
|          |      6  |      1.0479  |     0.9160  |   0.8824  |               |              2.8587  |
|          |      7  |      1.0293  |     0.9365  |   0.9014  |               |              3.2424  |
|          |      8  |      0.9702  |     0.9590  |   0.9205  |               |              3.6234  |
|          |      9  |      0.9434  |     0.9795  |   0.9337  |               |              3.9746  |
|          |   eval  |      0.9434  |     0.9795  |   0.9337  |       0.9399  |              4.1442  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4160  |     0.7109  |   0.5907  |               |              0.4168  |
|          |      1  |      1.2500  |     0.8076  |   0.7756  |               |              0.8300  |
|          |      2  |      1.2080  |     0.8418  |   0.7724  |               |              1.2439  |
|          |      3  |      1.1572  |     0.8623  |   0.7841  |               |              1.6246  |
|          |      4  |      1.1299  |     0.8730  |   0.8462  |               |              2.0040  |
|          |      5  |      1.1025  |     0.8955  |   0.8267  |               |              2.3842  |
|          |      6  |      1.0498  |     0.9160  |   0.8866  |               |              2.7645  |
|          |      7  |      1.0342  |     0.9170  |   0.8976  |               |              3.1456  |
|          |      8  |      0.9609  |     0.9678  |   0.9225  |               |              3.5251  |
|          |      9  |      0.9482  |     0.9785  |   0.9319  |               |              3.8748  |
|          |   eval  |      0.9482  |     0.9785  |   0.9319  |       0.9403  |              4.0443  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4688  |     0.6768  |   0.5979  |               |              0.5063  |
|          |      1  |      1.2930  |     0.7842  |   0.6853  |               |              0.9216  |
|          |      2  |      1.2031  |     0.8389  |   0.7883  |               |              1.3349  |
|          |      3  |      1.1934  |     0.8408  |   0.7765  |               |              1.7162  |
|          |      4  |      1.1299  |     0.8730  |   0.7891  |               |              2.0970  |
|          |      5  |      1.1006  |     0.8896  |   0.8590  |               |              2.4782  |
|          |      6  |      1.0303  |     0.9355  |   0.8903  |               |              2.8586  |
|          |      7  |      1.0039  |     0.9414  |   0.9058  |               |              3.2402  |
|          |      8  |      0.9688  |     0.9619  |   0.9247  |               |              3.6213  |
|          |      9  |      0.9380  |     0.9805  |   0.9340  |               |              3.9709  |
|          |   eval  |      0.9380  |     0.9805  |   0.9340  |       0.9405  |              4.1408  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4717  |     0.6748  |   0.6733  |               |              0.5055  |
|          |      1  |      1.2646  |     0.8057  |   0.7555  |               |              0.9182  |
|          |      2  |      1.1904  |     0.8428  |   0.8132  |               |              1.3322  |
|          |      3  |      1.1748  |     0.8477  |   0.8096  |               |              1.7128  |
|          |      4  |      1.1328  |     0.8682  |   0.8574  |               |              2.0939  |
|          |      5  |      1.0820  |     0.8984  |   0.8482  |               |              2.4754  |
|          |      6  |      1.0508  |     0.9121  |   0.8900  |               |              2.8567  |
|          |      7  |      1.0225  |     0.9326  |   0.8992  |               |              3.2389  |
|          |      8  |      0.9648  |     0.9668  |   0.9207  |               |              3.6215  |
|          |      9  |      0.9521  |     0.9688  |   0.9307  |               |              3.9707  |
|          |   eval  |      0.9521  |     0.9688  |   0.9307  |       0.9399  |              4.1405  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4375  |     0.6934  |   0.7152  |               |              0.5047  |
|          |      1  |      1.2627  |     0.8057  |   0.7249  |               |              0.9185  |
|          |      2  |      1.1914  |     0.8350  |   0.8234  |               |              1.3329  |
|          |      3  |      1.1572  |     0.8545  |   0.8030  |               |              1.7135  |
|          |      4  |      1.1523  |     0.8652  |   0.8482  |               |              2.0946  |
|          |      5  |      1.0674  |     0.9131  |   0.8487  |               |              2.4775  |
|          |      6  |      1.0322  |     0.9336  |   0.8875  |               |              2.8594  |
|          |      7  |      0.9946  |     0.9512  |   0.9116  |               |              3.2411  |
|          |      8  |      0.9702  |     0.9619  |   0.9244  |               |              3.6213  |
|          |      9  |      0.9507  |     0.9727  |   0.9364  |               |              3.9711  |
|          |   eval  |      0.9507  |     0.9727  |   0.9364  |       0.9395  |              4.1412  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4316  |     0.6953  |   0.6743  |               |              0.4953  |
|          |      1  |      1.2549  |     0.8193  |   0.6776  |               |              0.9098  |
|          |      2  |      1.2236  |     0.8359  |   0.8047  |               |              1.3241  |
|          |      3  |      1.1729  |     0.8428  |   0.8012  |               |              1.7061  |
|          |      4  |      1.1475  |     0.8633  |   0.8311  |               |              2.0866  |
|          |      5  |      1.0889  |     0.8936  |   0.8680  |               |              2.4672  |
|          |      6  |      1.0518  |     0.9111  |   0.8777  |               |              2.8483  |
|          |      7  |      1.0078  |     0.9375  |   0.8942  |               |              3.2301  |
|          |      8  |      0.9746  |     0.9600  |   0.9217  |               |              3.6100  |
|          |      9  |      0.9419  |     0.9746  |   0.9344  |               |              3.9610  |
|          |   eval  |      0.9419  |     0.9746  |   0.9344  |       0.9419  |              4.1314  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.5010  |     0.6602  |   0.6486  |               |              0.5029  |
|          |      1  |      1.2861  |     0.7969  |   0.7456  |               |              0.9176  |
|          |      2  |      1.2031  |     0.8164  |   0.7707  |               |              1.3327  |
|          |      3  |      1.1445  |     0.8701  |   0.7275  |               |              1.7150  |
|          |      4  |      1.1133  |     0.8818  |   0.8623  |               |              2.0959  |
|          |      5  |      1.1064  |     0.8857  |   0.8538  |               |              2.4769  |
|          |      6  |      1.0234  |     0.9326  |   0.8916  |               |              2.8574  |
|          |      7  |      1.0215  |     0.9355  |   0.8923  |               |              3.2388  |
|          |      8  |      0.9678  |     0.9570  |   0.9224  |               |              3.6192  |
|          |      9  |      0.9395  |     0.9795  |   0.9305  |               |              3.9693  |
|          |   eval  |      0.9395  |     0.9795  |   0.9305  |       0.9389  |              4.1391  |
------------------------------------------------------------------------------------------------------
Mean: 0.9402    Std: 0.0012
/workspace/ese-3060-finalproject/logs/af37a480-0068-4b70-acbe-c8b412f26db3/log.pt
