Running CIFAR-10 AirBench with translate = 4
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      4  |      1.1523  |     0.8574  |   0.8588  |               |              1.9903  |
|          |      5  |      1.1074  |     0.8857  |   0.8396  |               |              2.3677  |
|          |      6  |      1.0811  |     0.9023  |   0.8917  |               |              2.7464  |
|          |      7  |      1.0391  |     0.9316  |   0.9026  |               |              3.1237  |
|          |      8  |      1.0127  |     0.9346  |   0.9197  |               |              3.5016  |
|          |      9  |      0.9604  |     0.9697  |   0.9320  |               |              3.8504  |
|          |   eval  |      0.9604  |     0.9697  |   0.9320  |       0.9379  |              4.0179  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4365  |     0.7100  |   0.6840  |               |              0.4137  |
|          |      1  |      1.2969  |     0.7910  |   0.7679  |               |              0.8228  |
|          |      2  |      1.2100  |     0.8389  |   0.8076  |               |              1.2357  |
|          |      3  |      1.1973  |     0.8291  |   0.8004  |               |              1.6142  |
|          |      4  |      1.1807  |     0.8408  |   0.8560  |               |              1.9921  |
|          |      5  |      1.0889  |     0.9014  |   0.8508  |               |              2.3706  |
|          |      6  |      1.0693  |     0.9102  |   0.8850  |               |              2.7482  |
|          |      7  |      1.0537  |     0.9131  |   0.8795  |               |              3.1270  |
|          |      8  |      0.9863  |     0.9482  |   0.9209  |               |              3.5047  |
|          |      9  |      0.9604  |     0.9668  |   0.9325  |               |              3.8523  |
|          |   eval  |      0.9604  |     0.9668  |   0.9325  |       0.9397  |              4.0204  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4404  |     0.6992  |   0.6670  |               |              0.5026  |
|          |      1  |      1.3115  |     0.7686  |   0.7047  |               |              0.9134  |
|          |      2  |      1.2461  |     0.8125  |   0.7889  |               |              1.3258  |
|          |      3  |      1.1641  |     0.8662  |   0.7823  |               |              1.7037  |
|          |      4  |      1.1729  |     0.8389  |   0.8481  |               |              2.0836  |
|          |      5  |      1.0996  |     0.8945  |   0.7753  |               |              2.4620  |
|          |      6  |      1.0645  |     0.9033  |   0.8855  |               |              2.8415  |
|          |      7  |      1.0566  |     0.8984  |   0.8984  |               |              3.2193  |
|          |      8  |      0.9951  |     0.9502  |   0.9189  |               |              3.5967  |
|          |      9  |      0.9639  |     0.9580  |   0.9332  |               |              3.9457  |
|          |   eval  |      0.9639  |     0.9580  |   0.9332  |       0.9395  |              4.1137  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4668  |     0.6621  |   0.5697  |               |              0.4978  |
|          |      1  |      1.3438  |     0.7568  |   0.6258  |               |              0.9087  |
|          |      2  |      1.2236  |     0.8379  |   0.7451  |               |              1.3223  |
|          |      3  |      1.1582  |     0.8662  |   0.7852  |               |              1.7004  |
|          |      4  |      1.1592  |     0.8652  |   0.8356  |               |              2.0804  |
|          |      5  |      1.0879  |     0.8926  |   0.8622  |               |              2.4593  |
|          |      6  |      1.0781  |     0.9092  |   0.8816  |               |              2.8383  |
|          |      7  |      1.0439  |     0.9199  |   0.9003  |               |              3.2177  |
|          |      8  |      1.0107  |     0.9365  |   0.9167  |               |              3.5955  |
|          |      9  |      0.9556  |     0.9727  |   0.9343  |               |              3.9450  |
|          |   eval  |      0.9556  |     0.9727  |   0.9343  |       0.9399  |              4.1131  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.5684  |     0.6162  |   0.5477  |               |              0.4146  |
|          |      1  |      1.2783  |     0.7988  |   0.7552  |               |              0.8245  |
|          |      2  |      1.2227  |     0.8096  |   0.6590  |               |              1.2393  |
|          |      3  |      1.1826  |     0.8340  |   0.8225  |               |              1.6180  |
|          |      4  |      1.1641  |     0.8525  |   0.7973  |               |              1.9987  |
|          |      5  |      1.0986  |     0.8838  |   0.8358  |               |              2.3768  |
|          |      6  |      1.0693  |     0.9141  |   0.8831  |               |              2.7566  |
|          |      7  |      1.0361  |     0.9229  |   0.9071  |               |              3.1370  |
|          |      8  |      0.9863  |     0.9512  |   0.9221  |               |              3.5165  |
|          |      9  |      0.9639  |     0.9678  |   0.9357  |               |              3.8664  |
|          |   eval  |      0.9639  |     0.9678  |   0.9357  |       0.9406  |              4.0343  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4902  |     0.6494  |   0.6399  |               |              0.5035  |
|          |      1  |      1.3682  |     0.7441  |   0.7257  |               |              0.9151  |
|          |      2  |      1.2246  |     0.8223  |   0.7810  |               |              1.3279  |
|          |      3  |      1.1670  |     0.8496  |   0.7749  |               |              1.7080  |
|          |      4  |      1.1533  |     0.8574  |   0.8515  |               |              2.0886  |
|          |      5  |      1.1504  |     0.8643  |   0.8699  |               |              2.4665  |
|          |      6  |      1.0586  |     0.9141  |   0.8788  |               |              2.8484  |
|          |      7  |      1.0566  |     0.9033  |   0.8882  |               |              3.2277  |
|          |      8  |      0.9912  |     0.9521  |   0.9157  |               |              3.6070  |
|          |      9  |      0.9653  |     0.9629  |   0.9288  |               |              3.9567  |
|          |   eval  |      0.9653  |     0.9629  |   0.9288  |       0.9399  |              4.1250  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4570  |     0.6855  |   0.6650  |               |              0.5070  |
|          |      1  |      1.3125  |     0.7754  |   0.7436  |               |              0.9196  |
|          |      2  |      1.2295  |     0.8174  |   0.8098  |               |              1.3341  |
|          |      3  |      1.1895  |     0.8379  |   0.7394  |               |              1.7134  |
|          |      4  |      1.1377  |     0.8828  |   0.8064  |               |              2.0941  |
|          |      5  |      1.1250  |     0.8730  |   0.8564  |               |              2.4738  |
|          |      6  |      1.0615  |     0.9072  |   0.8853  |               |              2.8535  |
|          |      7  |      1.0420  |     0.9160  |   0.8997  |               |              3.2345  |
|          |      8  |      0.9878  |     0.9600  |   0.9231  |               |              3.6146  |
|          |      9  |      0.9678  |     0.9619  |   0.9337  |               |              3.9650  |
|          |   eval  |      0.9678  |     0.9619  |   0.9337  |       0.9390  |              4.1328  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.5234  |     0.6396  |   0.6238  |               |              0.5044  |
|          |      1  |      1.2852  |     0.7822  |   0.6200  |               |              0.9166  |
|          |      2  |      1.2412  |     0.8037  |   0.7732  |               |              1.3317  |
|          |      3  |      1.1680  |     0.8633  |   0.7249  |               |              1.7138  |
|          |      4  |      1.1582  |     0.8594  |   0.8608  |               |              2.0943  |
|          |      5  |      1.1318  |     0.8740  |   0.8679  |               |              2.4734  |
|          |      6  |      1.0693  |     0.9053  |   0.8926  |               |              2.8530  |
|          |      7  |      1.0234  |     0.9385  |   0.9023  |               |              3.2343  |
|          |      8  |      0.9834  |     0.9639  |   0.9184  |               |              3.6148  |
|          |      9  |      0.9604  |     0.9668  |   0.9300  |               |              3.9648  |
|          |   eval  |      0.9604  |     0.9668  |   0.9300  |       0.9381  |              4.1330  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4463  |     0.7012  |   0.6073  |               |              0.4163  |
|          |      1  |      1.3271  |     0.7656  |   0.7529  |               |              0.8289  |
|          |      2  |      1.2090  |     0.8350  |   0.7691  |               |              1.2446  |
|          |      3  |      1.1826  |     0.8438  |   0.8110  |               |              1.6241  |
|          |      4  |      1.1504  |     0.8594  |   0.7440  |               |              2.0043  |
|          |      5  |      1.1016  |     0.8916  |   0.8489  |               |              2.3863  |
|          |      6  |      1.0498  |     0.9248  |   0.8917  |               |              2.7687  |
|          |      7  |      1.0488  |     0.9189  |   0.8929  |               |              3.1490  |
|          |      8  |      0.9917  |     0.9482  |   0.9219  |               |              3.5294  |
|          |      9  |      0.9551  |     0.9727  |   0.9329  |               |              3.8795  |
|          |   eval  |      0.9551  |     0.9727  |   0.9329  |       0.9386  |              4.0488  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4443  |     0.6895  |   0.6806  |               |              0.5065  |
|          |      1  |      1.3174  |     0.7852  |   0.6788  |               |              0.9202  |
|          |      2  |      1.1982  |     0.8438  |   0.7321  |               |              1.3343  |
|          |      3  |      1.1729  |     0.8496  |   0.7882  |               |              1.7155  |
|          |      4  |      1.1455  |     0.8613  |   0.8445  |               |              2.0963  |
|          |      5  |      1.1260  |     0.8770  |   0.8395  |               |              2.4768  |
|          |      6  |      1.0703  |     0.9033  |   0.8714  |               |              2.8584  |
|          |      7  |      1.0264  |     0.9414  |   0.9014  |               |              3.2403  |
|          |      8  |      0.9761  |     0.9648  |   0.9199  |               |              3.6207  |
|          |      9  |      0.9585  |     0.9697  |   0.9307  |               |              3.9725  |
|          |   eval  |      0.9585  |     0.9697  |   0.9307  |       0.9372  |              4.1407  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4375  |     0.6924  |   0.6640  |               |              0.4173  |
|          |      1  |      1.2988  |     0.7900  |   0.7117  |               |              0.8324  |
|          |      2  |      1.2021  |     0.8389  |   0.7758  |               |              1.2463  |
|          |      3  |      1.1602  |     0.8555  |   0.8238  |               |              1.6276  |
|          |      4  |      1.1670  |     0.8535  |   0.8204  |               |              2.0083  |
|          |      5  |      1.0967  |     0.9004  |   0.8748  |               |              2.3901  |
|          |      6  |      1.0654  |     0.9043  |   0.8837  |               |              2.7717  |
|          |      7  |      1.0352  |     0.9199  |   0.8992  |               |              3.1523  |
|          |      8  |      0.9922  |     0.9482  |   0.9165  |               |              3.5327  |
|          |      9  |      0.9541  |     0.9629  |   0.9316  |               |              3.8849  |
|          |   eval  |      0.9541  |     0.9629  |   0.9316  |       0.9394  |              4.0533  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4453  |     0.6963  |   0.6731  |               |              0.4173  |
|          |      1  |      1.2764  |     0.7910  |   0.7318  |               |              0.8315  |
|          |      2  |      1.2520  |     0.8223  |   0.7497  |               |              1.2464  |
|          |      3  |      1.1641  |     0.8574  |   0.7249  |               |              1.6275  |
|          |      4  |      1.1396  |     0.8711  |   0.8265  |               |              2.0086  |
|          |      5  |      1.0938  |     0.8945  |   0.8687  |               |              2.3908  |
|          |      6  |      1.0557  |     0.9160  |   0.8729  |               |              2.7717  |
|          |      7  |      1.0645  |     0.9111  |   0.8811  |               |              3.1536  |
|          |      8  |      0.9712  |     0.9590  |   0.9191  |               |              3.5360  |
|          |      9  |      0.9487  |     0.9717  |   0.9315  |               |              3.8862  |
|          |   eval  |      0.9487  |     0.9717  |   0.9315  |       0.9388  |              4.0545  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4639  |     0.6875  |   0.6642  |               |              0.4164  |
|          |      1  |      1.2959  |     0.7930  |   0.7664  |               |              0.8308  |
|          |      2  |      1.2490  |     0.8105  |   0.7571  |               |              1.2454  |
|          |      3  |      1.1768  |     0.8496  |   0.8132  |               |              1.6271  |
|          |      4  |      1.1221  |     0.8789  |   0.8501  |               |              2.0086  |
|          |      5  |      1.1084  |     0.8848  |   0.8483  |               |              2.3914  |
|          |      6  |      1.0635  |     0.9160  |   0.8854  |               |              2.7718  |
|          |      7  |      1.0469  |     0.9170  |   0.9034  |               |              3.1536  |
|          |      8  |      0.9941  |     0.9473  |   0.9166  |               |              3.5352  |
|          |      9  |      0.9663  |     0.9668  |   0.9307  |               |              3.8854  |
|          |   eval  |      0.9663  |     0.9668  |   0.9307  |       0.9378  |              4.0539  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4570  |     0.6904  |   0.6182  |               |              0.4173  |
|          |      1  |      1.2842  |     0.7910  |   0.7068  |               |              0.8318  |
|          |      2  |      1.2129  |     0.8457  |   0.7465  |               |              1.2471  |
|          |      3  |      1.1719  |     0.8379  |   0.7950  |               |              1.6292  |
|          |      4  |      1.1445  |     0.8750  |   0.8605  |               |              2.0096  |
|          |      5  |      1.1484  |     0.8633  |   0.8547  |               |              2.3921  |
|          |      6  |      1.0674  |     0.9053  |   0.8850  |               |              2.7731  |
|          |      7  |      1.0381  |     0.9248  |   0.9056  |               |              3.1544  |
|          |      8  |      0.9902  |     0.9521  |   0.9229  |               |              3.5369  |
|          |      9  |      0.9668  |     0.9619  |   0.9328  |               |              3.8883  |
|          |   eval  |      0.9668  |     0.9619  |   0.9328  |       0.9414  |              4.0573  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4521  |     0.6953  |   0.6393  |               |              0.5084  |
|          |      1  |      1.2852  |     0.7979  |   0.7033  |               |              0.9233  |
|          |      2  |      1.2266  |     0.8174  |   0.6415  |               |              1.3388  |
|          |      3  |      1.1709  |     0.8594  |   0.7795  |               |              1.7206  |
|          |      4  |      1.1514  |     0.8613  |   0.8648  |               |              2.1024  |
|          |      5  |      1.1309  |     0.8838  |   0.8207  |               |              2.4850  |
|          |      6  |      1.0840  |     0.8984  |   0.8795  |               |              2.8662  |
|          |      7  |      1.0205  |     0.9297  |   0.9003  |               |              3.2483  |
|          |      8  |      0.9912  |     0.9570  |   0.9212  |               |              3.6302  |
|          |      9  |      0.9614  |     0.9707  |   0.9323  |               |              3.9807  |
|          |   eval  |      0.9614  |     0.9707  |   0.9323  |       0.9389  |              4.1491  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.5166  |     0.6396  |   0.5685  |               |              0.5066  |
|          |      1  |      1.3076  |     0.7686  |   0.7298  |               |              0.9218  |
|          |      2  |      1.2119  |     0.8486  |   0.7818  |               |              1.3374  |
|          |      3  |      1.1914  |     0.8301  |   0.8052  |               |              1.7199  |
|          |      4  |      1.1553  |     0.8555  |   0.8519  |               |              2.1016  |
|          |      5  |      1.1094  |     0.8926  |   0.8423  |               |              2.4828  |
|          |      6  |      1.0889  |     0.8926  |   0.8834  |               |              2.8643  |
|          |      7  |      1.0537  |     0.9111  |   0.8923  |               |              3.2465  |
|          |      8  |      0.9795  |     0.9590  |   0.9236  |               |              3.6274  |
|          |      9  |      0.9678  |     0.9648  |   0.9314  |               |              3.9778  |
|          |   eval  |      0.9678  |     0.9648  |   0.9314  |       0.9396  |              4.1471  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4463  |     0.7021  |   0.5670  |               |              0.5109  |
|          |      1  |      1.2803  |     0.7930  |   0.7672  |               |              0.9269  |
|          |      2  |      1.2266  |     0.8271  |   0.7636  |               |              1.3421  |
|          |      3  |      1.1758  |     0.8457  |   0.7771  |               |              1.7251  |
|          |      4  |      1.1572  |     0.8613  |   0.8304  |               |              2.1068  |
|          |      5  |      1.1211  |     0.8750  |   0.8707  |               |              2.4883  |
|          |      6  |      1.0615  |     0.9121  |   0.8814  |               |              2.8710  |
|          |      7  |      1.0400  |     0.9199  |   0.8979  |               |              3.2530  |
|          |      8  |      0.9927  |     0.9492  |   0.9181  |               |              3.6339  |
|          |      9  |      0.9595  |     0.9668  |   0.9324  |               |              3.9858  |
|          |   eval  |      0.9595  |     0.9668  |   0.9324  |       0.9384  |              4.1549  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4609  |     0.6885  |   0.6339  |               |              0.5068  |
|          |      1  |      1.2930  |     0.7910  |   0.6999  |               |              0.9217  |
|          |      2  |      1.2559  |     0.8086  |   0.7794  |               |              1.3379  |
|          |      3  |      1.1846  |     0.8516  |   0.8379  |               |              1.7201  |
|          |      4  |      1.1514  |     0.8584  |   0.8161  |               |              2.1017  |
|          |      5  |      1.1123  |     0.8838  |   0.8640  |               |              2.4842  |
|          |      6  |      1.0752  |     0.8906  |   0.8892  |               |              2.8663  |
|          |      7  |      1.0547  |     0.9121  |   0.8968  |               |              3.2477  |
|          |      8  |      0.9893  |     0.9521  |   0.9174  |               |              3.6296  |
|          |      9  |      0.9727  |     0.9561  |   0.9339  |               |              3.9811  |
|          |   eval  |      0.9727  |     0.9561  |   0.9339  |       0.9410  |              4.1501  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4854  |     0.6650  |   0.6163  |               |              0.5077  |
|          |      1  |      1.2793  |     0.8018  |   0.7895  |               |              0.9234  |
|          |      2  |      1.2568  |     0.8086  |   0.8051  |               |              1.3388  |
|          |      3  |      1.1592  |     0.8662  |   0.7838  |               |              1.7211  |
|          |      4  |      1.1494  |     0.8613  |   0.8582  |               |              2.1032  |
|          |      5  |      1.1133  |     0.8721  |   0.8488  |               |              2.4872  |
|          |      6  |      1.0625  |     0.9141  |   0.8759  |               |              2.8682  |
|          |      7  |      1.0430  |     0.9229  |   0.8925  |               |              3.2503  |
|          |      8  |      0.9897  |     0.9463  |   0.9188  |               |              3.6326  |
|          |      9  |      0.9624  |     0.9668  |   0.9302  |               |              3.9834  |
|          |   eval  |      0.9624  |     0.9668  |   0.9302  |       0.9383  |              4.1524  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4795  |     0.6797  |   0.6376  |               |              0.4186  |
|          |      1  |      1.3066  |     0.7930  |   0.6388  |               |              0.8328  |
|          |      2  |      1.2314  |     0.8223  |   0.7543  |               |              1.2481  |
|          |      3  |      1.1689  |     0.8535  |   0.8389  |               |              1.6301  |
|          |      4  |      1.1553  |     0.8535  |   0.8117  |               |              2.0124  |
|          |      5  |      1.1201  |     0.8760  |   0.8600  |               |              2.3948  |
|          |      6  |      1.0664  |     0.9170  |   0.8790  |               |              2.7760  |
|          |      7  |      1.0469  |     0.9150  |   0.8974  |               |              3.1583  |
|          |      8  |      1.0000  |     0.9404  |   0.9234  |               |              3.5400  |
|          |      9  |      0.9663  |     0.9619  |   0.9305  |               |              3.8911  |
|          |   eval  |      0.9663  |     0.9619  |   0.9305  |       0.9376  |              4.0598  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4541  |     0.6738  |   0.6817  |               |              0.5070  |
|          |      1  |      1.2754  |     0.7949  |   0.7497  |               |              0.9225  |
|          |      2  |      1.1953  |     0.8457  |   0.7671  |               |              1.3394  |
|          |      3  |      1.1895  |     0.8467  |   0.7844  |               |              1.7225  |
|          |      4  |      1.1455  |     0.8662  |   0.8510  |               |              2.1042  |
|          |      5  |      1.1367  |     0.8730  |   0.8776  |               |              2.4861  |
|          |      6  |      1.0781  |     0.8945  |   0.8884  |               |              2.8692  |
|          |      7  |      1.0537  |     0.9121  |   0.8874  |               |              3.2511  |
|          |      8  |      1.0010  |     0.9404  |   0.9154  |               |              3.6326  |
|          |      9  |      0.9590  |     0.9678  |   0.9285  |               |              3.9847  |
|          |   eval  |      0.9590  |     0.9678  |   0.9285  |       0.9362  |              4.1540  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.3994  |     0.7490  |   0.6216  |               |              0.5081  |
|          |      1  |      1.2998  |     0.7764  |   0.6314  |               |              0.9235  |
|          |      2  |      1.2588  |     0.8047  |   0.5333  |               |              1.3389  |
|          |      3  |      1.1426  |     0.8750  |   0.7964  |               |              1.7221  |
|          |      4  |      1.1416  |     0.8691  |   0.8146  |               |              2.1036  |
|          |      5  |      1.1055  |     0.8867  |   0.8185  |               |              2.4861  |
|          |      6  |      1.0664  |     0.9043  |   0.8740  |               |              2.8670  |
|          |      7  |      1.0391  |     0.9355  |   0.8944  |               |              3.2491  |
|          |      8  |      0.9961  |     0.9443  |   0.9149  |               |              3.6315  |
|          |      9  |      0.9614  |     0.9678  |   0.9321  |               |              3.9827  |
|          |   eval  |      0.9614  |     0.9678  |   0.9321  |       0.9392  |              4.1522  |
------------------------------------------------------------------------------------------------------
Mean: 0.9390    Std: 0.0012
/workspace/ese-3060-finalproject/logs/857cb1cf-329f-417c-9b50-77c5edde135c/log.pt
