Running CIFAR-10 AirBench with translate = 0
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      2  |      1.1924  |     0.8477  |   0.7999  |               |              1.1883  |
|          |      3  |      1.1562  |     0.8574  |   0.8183  |               |              1.5575  |
|          |      4  |      1.1113  |     0.8838  |   0.8604  |               |              1.9292  |
|          |      5  |      1.0908  |     0.8984  |   0.8694  |               |              2.3006  |
|          |      6  |      1.0244  |     0.9346  |   0.8811  |               |              2.6716  |
|          |      7  |      0.9824  |     0.9590  |   0.8990  |               |              3.0431  |
|          |      8  |      0.9336  |     0.9814  |   0.9191  |               |              3.4136  |
|          |      9  |      0.9043  |     0.9912  |   0.9281  |               |              3.7556  |
|          |   eval  |      0.9043  |     0.9912  |   0.9281  |       0.9364  |              3.9235  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4121  |     0.7109  |   0.6604  |               |              0.4838  |
|          |      1  |      1.2871  |     0.7920  |   0.6841  |               |              0.8803  |
|          |      2  |      1.1660  |     0.8584  |   0.8194  |               |              1.2771  |
|          |      3  |      1.1250  |     0.8848  |   0.7532  |               |              1.6486  |
|          |      4  |      1.1387  |     0.8643  |   0.8012  |               |              2.0204  |
|          |      5  |      1.0732  |     0.9023  |   0.8592  |               |              2.3919  |
|          |      6  |      1.0195  |     0.9326  |   0.8901  |               |              2.7633  |
|          |      7  |      0.9785  |     0.9619  |   0.9055  |               |              3.1353  |
|          |      8  |      0.9331  |     0.9854  |   0.9234  |               |              3.5068  |
|          |      9  |      0.9009  |     0.9971  |   0.9283  |               |              3.8478  |
|          |   eval  |      0.9009  |     0.9971  |   0.9283  |       0.9377  |              4.0156  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.3887  |     0.7402  |   0.6824  |               |              0.4842  |
|          |      1  |      1.2305  |     0.8213  |   0.7874  |               |              0.8809  |
|          |      2  |      1.1953  |     0.8359  |   0.7434  |               |              1.2795  |
|          |      3  |      1.1475  |     0.8701  |   0.8342  |               |              1.6518  |
|          |      4  |      1.1123  |     0.8691  |   0.8621  |               |              2.0242  |
|          |      5  |      1.0762  |     0.9111  |   0.8655  |               |              2.3962  |
|          |      6  |      0.9927  |     0.9482  |   0.8969  |               |              2.7690  |
|          |      7  |      0.9834  |     0.9580  |   0.9056  |               |              3.1410  |
|          |      8  |      0.9233  |     0.9893  |   0.9244  |               |              3.5123  |
|          |      9  |      0.8984  |     0.9990  |   0.9313  |               |              3.8546  |
|          |   eval  |      0.8984  |     0.9990  |   0.9313  |       0.9382  |              4.0219  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.3877  |     0.7246  |   0.6760  |               |              0.3959  |
|          |      1  |      1.2266  |     0.8242  |   0.7763  |               |              0.7915  |
|          |      2  |      1.2109  |     0.8330  |   0.7137  |               |              1.1916  |
|          |      3  |      1.1768  |     0.8418  |   0.7867  |               |              1.5635  |
|          |      4  |      1.1250  |     0.8799  |   0.8415  |               |              1.9370  |
|          |      5  |      1.0703  |     0.9062  |   0.8610  |               |              2.3091  |
|          |      6  |      1.0156  |     0.9443  |   0.8853  |               |              2.6812  |
|          |      7  |      0.9922  |     0.9453  |   0.9010  |               |              3.0544  |
|          |      8  |      0.9326  |     0.9775  |   0.9217  |               |              3.4280  |
|          |      9  |      0.9019  |     0.9961  |   0.9284  |               |              3.7690  |
|          |   eval  |      0.9019  |     0.9961  |   0.9284  |       0.9387  |              3.9364  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.3994  |     0.7168  |   0.6927  |               |              0.3970  |
|          |      1  |      1.3174  |     0.7598  |   0.6928  |               |              0.7941  |
|          |      2  |      1.1895  |     0.8555  |   0.8331  |               |              1.1959  |
|          |      3  |      1.1416  |     0.8623  |   0.8363  |               |              1.5698  |
|          |      4  |      1.1338  |     0.8770  |   0.8393  |               |              1.9417  |
|          |      5  |      1.0801  |     0.9014  |   0.8453  |               |              2.3157  |
|          |      6  |      1.0342  |     0.9209  |   0.8921  |               |              2.6880  |
|          |      7  |      0.9912  |     0.9473  |   0.9036  |               |              3.0603  |
|          |      8  |      0.9233  |     0.9902  |   0.9197  |               |              3.4338  |
|          |      9  |      0.8989  |     0.9971  |   0.9258  |               |              3.7763  |
|          |   eval  |      0.8989  |     0.9971  |   0.9258  |       0.9389  |              3.9447  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.3916  |     0.7324  |   0.6484  |               |              0.3971  |
|          |      1  |      1.2549  |     0.7930  |   0.7479  |               |              0.7938  |
|          |      2  |      1.2246  |     0.8164  |   0.7526  |               |              1.1953  |
|          |      3  |      1.1533  |     0.8574  |   0.7790  |               |              1.5695  |
|          |      4  |      1.1094  |     0.8936  |   0.8446  |               |              1.9421  |
|          |      5  |      1.0732  |     0.9033  |   0.8654  |               |              2.3162  |
|          |      6  |      1.0010  |     0.9473  |   0.8778  |               |              2.6882  |
|          |      7  |      0.9834  |     0.9590  |   0.8932  |               |              3.0615  |
|          |      8  |      0.9287  |     0.9902  |   0.9191  |               |              3.4332  |
|          |      9  |      0.8970  |     0.9980  |   0.9234  |               |              3.7769  |
|          |   eval  |      0.8970  |     0.9980  |   0.9234  |       0.9355  |              3.9450  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4277  |     0.7197  |   0.6531  |               |              0.3979  |
|          |      1  |      1.2734  |     0.7900  |   0.7198  |               |              0.7951  |
|          |      2  |      1.1875  |     0.8506  |   0.8244  |               |              1.1953  |
|          |      3  |      1.1436  |     0.8799  |   0.8282  |               |              1.5692  |
|          |      4  |      1.0928  |     0.9014  |   0.8478  |               |              1.9417  |
|          |      5  |      1.0713  |     0.9092  |   0.8509  |               |              2.3153  |
|          |      6  |      1.0068  |     0.9424  |   0.8899  |               |              2.6886  |
|          |      7  |      0.9775  |     0.9639  |   0.8982  |               |              3.0623  |
|          |      8  |      0.9238  |     0.9902  |   0.9215  |               |              3.4349  |
|          |      9  |      0.9023  |     0.9951  |   0.9271  |               |              3.7783  |
|          |   eval  |      0.9023  |     0.9951  |   0.9271  |       0.9355  |              3.9461  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4102  |     0.7188  |   0.6301  |               |              0.3974  |
|          |      1  |      1.3633  |     0.7451  |   0.6906  |               |              0.7965  |
|          |      2  |      1.1963  |     0.8506  |   0.7923  |               |              1.1977  |
|          |      3  |      1.1348  |     0.8867  |   0.8446  |               |              1.5718  |
|          |      4  |      1.1104  |     0.8740  |   0.8394  |               |              1.9456  |
|          |      5  |      1.0703  |     0.9092  |   0.8639  |               |              2.3203  |
|          |      6  |      1.0264  |     0.9287  |   0.8767  |               |              2.6938  |
|          |      7  |      0.9668  |     0.9707  |   0.8979  |               |              3.0681  |
|          |      8  |      0.9253  |     0.9854  |   0.9196  |               |              3.4416  |
|          |      9  |      0.9028  |     0.9951  |   0.9266  |               |              3.7850  |
|          |   eval  |      0.9028  |     0.9951  |   0.9266  |       0.9368  |              3.9528  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4658  |     0.6816  |   0.6406  |               |              0.4886  |
|          |      1  |      1.2432  |     0.8193  |   0.7301  |               |              0.8877  |
|          |      2  |      1.1943  |     0.8467  |   0.7381  |               |              1.2870  |
|          |      3  |      1.1387  |     0.8721  |   0.8388  |               |              1.6611  |
|          |      4  |      1.1094  |     0.9004  |   0.8462  |               |              2.0354  |
|          |      5  |      1.0625  |     0.9062  |   0.8121  |               |              2.4101  |
|          |      6  |      1.0283  |     0.9316  |   0.8720  |               |              2.7841  |
|          |      7  |      0.9712  |     0.9707  |   0.8994  |               |              3.1594  |
|          |      8  |      0.9263  |     0.9863  |   0.9173  |               |              3.5334  |
|          |      9  |      0.9009  |     0.9961  |   0.9266  |               |              3.8771  |
|          |   eval  |      0.9009  |     0.9961  |   0.9266  |       0.9365  |              4.0454  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4033  |     0.7295  |   0.6899  |               |              0.4931  |
|          |      1  |      1.2266  |     0.8301  |   0.7560  |               |              0.8931  |
|          |      2  |      1.1523  |     0.8662  |   0.7842  |               |              1.2923  |
|          |      3  |      1.1660  |     0.8584  |   0.7734  |               |              1.6662  |
|          |      4  |      1.1465  |     0.8623  |   0.8235  |               |              2.0407  |
|          |      5  |      1.0840  |     0.9053  |   0.8271  |               |              2.4154  |
|          |      6  |      1.0264  |     0.9307  |   0.8936  |               |              2.7896  |
|          |      7  |      0.9810  |     0.9600  |   0.8951  |               |              3.1643  |
|          |      8  |      0.9282  |     0.9883  |   0.9216  |               |              3.5380  |
|          |      9  |      0.8994  |     0.9971  |   0.9253  |               |              3.8814  |
|          |   eval  |      0.8994  |     0.9971  |   0.9253  |       0.9374  |              4.0496  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4023  |     0.7354  |   0.6991  |               |              0.4865  |
|          |      1  |      1.2773  |     0.7969  |   0.7056  |               |              0.8860  |
|          |      2  |      1.1865  |     0.8535  |   0.7793  |               |              1.2865  |
|          |      3  |      1.1221  |     0.8848  |   0.8137  |               |              1.6609  |
|          |      4  |      1.0996  |     0.8916  |   0.8596  |               |              2.0371  |
|          |      5  |      1.0723  |     0.8994  |   0.8585  |               |              2.4117  |
|          |      6  |      1.0195  |     0.9375  |   0.8940  |               |              2.7854  |
|          |      7  |      0.9780  |     0.9531  |   0.8960  |               |              3.1602  |
|          |      8  |      0.9326  |     0.9834  |   0.9221  |               |              3.5346  |
|          |      9  |      0.8984  |     0.9980  |   0.9267  |               |              3.8786  |
|          |   eval  |      0.8984  |     0.9980  |   0.9267  |       0.9358  |              4.0466  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4277  |     0.7021  |   0.6970  |               |              0.4932  |
|          |      1  |      1.2529  |     0.8164  |   0.7953  |               |              0.8935  |
|          |      2  |      1.1641  |     0.8672  |   0.7174  |               |              1.2929  |
|          |      3  |      1.1338  |     0.8838  |   0.8282  |               |              1.6675  |
|          |      4  |      1.1289  |     0.8760  |   0.8586  |               |              2.0409  |
|          |      5  |      1.0566  |     0.9189  |   0.8661  |               |              2.4149  |
|          |      6  |      1.0244  |     0.9277  |   0.8810  |               |              2.7893  |
|          |      7  |      0.9858  |     0.9570  |   0.8975  |               |              3.1638  |
|          |      8  |      0.9229  |     0.9893  |   0.9208  |               |              3.5374  |
|          |      9  |      0.8999  |     0.9971  |   0.9269  |               |              3.8818  |
|          |   eval  |      0.8999  |     0.9971  |   0.9269  |       0.9352  |              4.0500  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4062  |     0.7109  |   0.6616  |               |              0.4875  |
|          |      1  |      1.2520  |     0.8076  |   0.7939  |               |              0.8869  |
|          |      2  |      1.1992  |     0.8438  |   0.7903  |               |              1.2865  |
|          |      3  |      1.1562  |     0.8662  |   0.8320  |               |              1.6614  |
|          |      4  |      1.1055  |     0.8877  |   0.8545  |               |              2.0347  |
|          |      5  |      1.0469  |     0.9287  |   0.8559  |               |              2.4092  |
|          |      6  |      1.0205  |     0.9326  |   0.8739  |               |              2.7830  |
|          |      7  |      0.9668  |     0.9639  |   0.9084  |               |              3.1570  |
|          |      8  |      0.9263  |     0.9863  |   0.9185  |               |              3.5312  |
|          |      9  |      0.8960  |     0.9961  |   0.9266  |               |              3.8751  |
|          |   eval  |      0.8960  |     0.9961  |   0.9266  |       0.9369  |              4.0431  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4111  |     0.7178  |   0.6783  |               |              0.4867  |
|          |      1  |      1.2588  |     0.8037  |   0.6821  |               |              0.8869  |
|          |      2  |      1.1621  |     0.8623  |   0.7770  |               |              1.2867  |
|          |      3  |      1.1162  |     0.8838  |   0.8298  |               |              1.6617  |
|          |      4  |      1.1377  |     0.8740  |   0.8209  |               |              2.0356  |
|          |      5  |      1.0723  |     0.9053  |   0.8527  |               |              2.4121  |
|          |      6  |      1.0205  |     0.9307  |   0.8872  |               |              2.7864  |
|          |      7  |      0.9917  |     0.9502  |   0.9033  |               |              3.1609  |
|          |      8  |      0.9253  |     0.9854  |   0.9190  |               |              3.5346  |
|          |      9  |      0.8970  |     0.9980  |   0.9278  |               |              3.8788  |
|          |   eval  |      0.8970  |     0.9980  |   0.9278  |       0.9357  |              4.0470  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4385  |     0.6943  |   0.6188  |               |              0.4856  |
|          |      1  |      1.2334  |     0.8145  |   0.7660  |               |              0.8856  |
|          |      2  |      1.1836  |     0.8467  |   0.7920  |               |              1.2857  |
|          |      3  |      1.1660  |     0.8506  |   0.8458  |               |              1.6599  |
|          |      4  |      1.1035  |     0.8896  |   0.8762  |               |              2.0341  |
|          |      5  |      1.0547  |     0.9170  |   0.8556  |               |              2.4085  |
|          |      6  |      1.0225  |     0.9365  |   0.8876  |               |              2.7828  |
|          |      7  |      0.9736  |     0.9639  |   0.9076  |               |              3.1574  |
|          |      8  |      0.9189  |     0.9922  |   0.9258  |               |              3.5313  |
|          |      9  |      0.8970  |     0.9971  |   0.9311  |               |              3.8751  |
|          |   eval  |      0.8970  |     0.9971  |   0.9311  |       0.9381  |              4.0434  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4287  |     0.7031  |   0.6729  |               |              0.4874  |
|          |      1  |      1.2510  |     0.8164  |   0.7602  |               |              0.8876  |
|          |      2  |      1.1836  |     0.8564  |   0.7226  |               |              1.2878  |
|          |      3  |      1.1299  |     0.8828  |   0.8192  |               |              1.6627  |
|          |      4  |      1.1270  |     0.8740  |   0.8251  |               |              2.0375  |
|          |      5  |      1.0742  |     0.9092  |   0.8719  |               |              2.4119  |
|          |      6  |      1.0322  |     0.9277  |   0.8879  |               |              2.7859  |
|          |      7  |      0.9727  |     0.9629  |   0.8944  |               |              3.1605  |
|          |      8  |      0.9312  |     0.9805  |   0.9208  |               |              3.5361  |
|          |      9  |      0.8994  |     0.9971  |   0.9288  |               |              3.8797  |
|          |   eval  |      0.8994  |     0.9971  |   0.9288  |       0.9374  |              4.0478  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.3906  |     0.7402  |   0.6920  |               |              0.4740  |
|          |      1  |      1.2178  |     0.8320  |   0.7070  |               |              0.8740  |
|          |      2  |      1.1963  |     0.8418  |   0.7770  |               |              1.2751  |
|          |      3  |      1.1514  |     0.8662  |   0.8023  |               |              1.6502  |
|          |      4  |      1.0967  |     0.8945  |   0.8574  |               |              2.0239  |
|          |      5  |      1.0801  |     0.8916  |   0.8618  |               |              2.3985  |
|          |      6  |      1.0127  |     0.9346  |   0.8920  |               |              2.7728  |
|          |      7  |      0.9907  |     0.9473  |   0.8917  |               |              3.1487  |
|          |      8  |      0.9224  |     0.9912  |   0.9189  |               |              3.5228  |
|          |      9  |      0.9033  |     0.9932  |   0.9260  |               |              3.8670  |
|          |   eval  |      0.9033  |     0.9932  |   0.9260  |       0.9360  |              4.0353  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4131  |     0.7275  |   0.7140  |               |              0.4874  |
|          |      1  |      1.2695  |     0.8018  |   0.7588  |               |              0.8873  |
|          |      2  |      1.2021  |     0.8486  |   0.7957  |               |              1.2871  |
|          |      3  |      1.1533  |     0.8691  |   0.7879  |               |              1.6618  |
|          |      4  |      1.1230  |     0.8779  |   0.8439  |               |              2.0357  |
|          |      5  |      1.0762  |     0.9062  |   0.8675  |               |              2.4108  |
|          |      6  |      1.0244  |     0.9336  |   0.8924  |               |              2.7849  |
|          |      7  |      0.9854  |     0.9541  |   0.8922  |               |              3.1601  |
|          |      8  |      0.9263  |     0.9912  |   0.9186  |               |              3.5347  |
|          |      9  |      0.9004  |     0.9951  |   0.9272  |               |              3.8787  |
|          |   eval  |      0.9004  |     0.9951  |   0.9272  |       0.9358  |              4.0477  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4443  |     0.6885  |   0.6644  |               |              0.4777  |
|          |      1  |      1.2656  |     0.7969  |   0.6862  |               |              0.8776  |
|          |      2  |      1.2285  |     0.8066  |   0.7790  |               |              1.2777  |
|          |      3  |      1.1553  |     0.8545  |   0.8164  |               |              1.6523  |
|          |      4  |      1.0928  |     0.9004  |   0.8467  |               |              2.0266  |
|          |      5  |      1.0361  |     0.9297  |   0.8527  |               |              2.4014  |
|          |      6  |      1.0068  |     0.9414  |   0.8879  |               |              2.7774  |
|          |      7  |      0.9741  |     0.9648  |   0.8977  |               |              3.1525  |
|          |      8  |      0.9233  |     0.9912  |   0.9241  |               |              3.5272  |
|          |      9  |      0.8975  |     0.9980  |   0.9255  |               |              3.8718  |
|          |   eval  |      0.8975  |     0.9980  |   0.9255  |       0.9366  |              4.0402  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4307  |     0.7178  |   0.5998  |               |              0.3993  |
|          |      1  |      1.2637  |     0.8076  |   0.6519  |               |              0.7996  |
|          |      2  |      1.1826  |     0.8535  |   0.8021  |               |              1.2008  |
|          |      3  |      1.1406  |     0.8730  |   0.7187  |               |              1.5756  |
|          |      4  |      1.1113  |     0.8770  |   0.8563  |               |              1.9495  |
|          |      5  |      1.0918  |     0.8936  |   0.8720  |               |              2.3246  |
|          |      6  |      0.9961  |     0.9473  |   0.8813  |               |              2.6984  |
|          |      7  |      0.9932  |     0.9570  |   0.9004  |               |              3.0731  |
|          |      8  |      0.9219  |     0.9883  |   0.9216  |               |              3.4475  |
|          |      9  |      0.8936  |     0.9990  |   0.9262  |               |              3.7914  |
|          |   eval  |      0.8936  |     0.9990  |   0.9262  |       0.9363  |              3.9600  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4072  |     0.7285  |   0.6841  |               |              0.4880  |
|          |      1  |      1.2441  |     0.8271  |   0.7579  |               |              0.8895  |
|          |      2  |      1.2090  |     0.8311  |   0.7579  |               |              1.2902  |
|          |      3  |      1.1484  |     0.8779  |   0.8317  |               |              1.6651  |
|          |      4  |      1.1104  |     0.8818  |   0.8608  |               |              2.0399  |
|          |      5  |      1.0605  |     0.9131  |   0.8588  |               |              2.4150  |
|          |      6  |      1.0225  |     0.9365  |   0.8952  |               |              2.7886  |
|          |      7  |      0.9746  |     0.9658  |   0.9027  |               |              3.1637  |
|          |      8  |      0.9199  |     0.9941  |   0.9248  |               |              3.5378  |
|          |      9  |      0.8975  |     0.9951  |   0.9306  |               |              3.8813  |
|          |   eval  |      0.8975  |     0.9951  |   0.9306  |       0.9379  |              4.0502  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4053  |     0.7246  |   0.6857  |               |              0.4890  |
|          |      1  |      1.2578  |     0.8057  |   0.6740  |               |              0.8898  |
|          |      2  |      1.1484  |     0.8750  |   0.7747  |               |              1.2901  |
|          |      3  |      1.1387  |     0.8652  |   0.8217  |               |              1.6650  |
|          |      4  |      1.1094  |     0.8887  |   0.8638  |               |              2.0404  |
|          |      5  |      1.0820  |     0.8994  |   0.8353  |               |              2.4157  |
|          |      6  |      1.0225  |     0.9346  |   0.8867  |               |              2.7899  |
|          |      7  |      0.9858  |     0.9512  |   0.9011  |               |              3.1657  |
|          |      8  |      0.9282  |     0.9863  |   0.9231  |               |              3.5424  |
|          |      9  |      0.8994  |     0.9961  |   0.9279  |               |              3.8869  |
|          |   eval  |      0.8994  |     0.9961  |   0.9279  |       0.9386  |              4.0554  |
------------------------------------------------------------------------------------------------------
Mean: 0.9369    Std: 0.0011
/workspace/ese-3060-finalproject/logs/6f1ce5d5-2bf9-4b0f-bdd2-ae31a7c19602/log.pt
